,Unnamed: 0.1,Unnamed: 0,Index,CPU Cores,Batch Size,start time,end time,Average Latency (ms),99th Percentile (ms),95th Percentile (ms),Number of Queries,Average CPU Utilization (%),Runtime (s),Average CPU Power (W),Average DRAM Power (W),Total CPU Energy (Joules),Total CPU Idle Energy (Joules),Total CPU Dynamic Energy (Joules),Total DRAM Energy (Joules),Total DRAM Idle Energy (Joules),Total DRAM Dynamic Energy (Joules),Total Energy (Joules),Total Idle Energy (Joules),Total Dynamic Energy (Joules),CPU Energy per Query (Joules),CPU Idle Energy per Query (Joules) Unscaled,CPU Dynamic Energy per Query (Joules),DRAM Energy per Query (Joules),DRAM Idle Energy per Query (Joules) Unscaled,DRAM Dynamic Energy per Query (Joules),Total Energy per Query (Joules),Total Idle Energy per Query (Joules) Unscaled,Total Dynamic Energy per Query (Joules),Throughput (queries/s),CPU-Seconds Per Query,Memory Footprint (GB),Memory Usage per Query (GB-second),CPU Idle Energy per Query (Joules),DRAM Idle Energy per Query (Joules),Total Idle Energy per Query (Joules),CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GB-s),CPU Operational Carbon per Query (gCO2eq),Memory Operational Carbon per Query (gCO2eq),Total Operational Carbon per Query (gCO2eq),CPU Embodied Carbon per Query (gCO2eq),Memory Embodied Carbon per Query (gCO2eq),Total Embodied Carbon per Query (gCO2eq),Total Carbon Footprint per Query (gCO2eq),Grid CI (gCO2eq/kWh)
10,10,10,hnsw,16,32,2024-10-21 13:52:48.173465,2024-10-21 14:54:43.300248,7430.18731,7640.48554,7583.2513,16000,1641.2574154999866,3715.126783,97.6073903209241,6.650941258065809,362623.8300000001,131886.19585236371,230737.6341476364,24709.090000000004,10442.540280436117,14266.549719563887,387332.9200000001,142328.73613279982,245004.18386720025,15.79491667435606,8.242887240772733,14.421102134227272,1.500127687615342,0.6526587675272573,0.8916593574727429,17.295044361971403,8.89554600829999,15.312761491700016,4.306717087883565,3.715126783,179.0,41.5629808848125,1.373814540128789,0.6084683301425992,1.982282870271388,1.8189199116353798e-05,1.2463145624577203e-05,0.001618978959121496,0.00015376308798057255,0.0017727420471020687,6.757518079848593e-05,0.0005180054833589368,0.0005855806641574228,0.0023583227112594913,369
11,11,11,hnsw,16,64,2024-10-21 15:07:01.865025,2024-10-21 16:12:13.391106,7822.97767,8313.938409999999,8153.4783,32000,1642.1177622915118,3911.526081,95.70542602755562,6.548032524802178,374354.27,138858.3283781825,235495.9416218176,25612.8,10994.58270057615,14618.21729942385,399967.07,149852.91107875865,250114.15892124132,8.082468635984831,4.339322761818202,7.359248175681798,0.7771367228015151,0.3435807093930046,0.4568192906069953,8.859605358786347,4.682903471211207,7.816067466288793,8.180950180912268,1.9557630405,179.0,21.88009901559375,0.7232204603030338,0.3203174321945199,1.0435378924975538,1.8189199116353798e-05,1.2463145624577203e-05,0.0008284530351884452,7.96565140871553e-05,0.0009081095492756005,3.5573763368060014e-05,0.0002726948603115132,0.0003082686236795732,0.0012163781729551738,369
12,12,12,hnsw,16,128,2024-10-21 16:24:59.719734,2024-10-21 17:30:15.763719,7832.017148,8134.03704,8066.80315,64000,1643.3473565542306,3916.043985,95.75027794280508,6.540970964094012,374962.3,139018.71299130327,235943.58700869672,25614.730000000003,11007.281700437748,14607.448299562257,400577.03,150025.994691741,250551.035308259,4.048646445425739,2.172167390489113,3.686618547010886,0.3885850828364509,0.1719887765693398,0.2282413796806602,4.437231528262189,2.344156167058453,3.9148599266915465,16.34302378756351,0.97901099625,179.0,10.952685520546874,0.3620278984148521,0.1603437031557907,0.5223716015706429,1.8189199116353798e-05,1.2463145624577203e-05,0.0004149862606561382,3.9829970990736215e-05,0.00045481623164687446,1.7807425947891153e-05,0.00013650491462277386,0.00015431234057066502,0.0006091285722175394,369
13,13,13,hnsw,16,256,2024-10-21 17:55:48.253830,2024-10-21 19:33:53.793008,15652.960627659571,16591.98075,16107.6245,96256,1643.4480852078264,5885.539178,96.01464758102745,6.552077699889538,565097.97,208935.3656188448,356162.6043811552,38562.51,16543.17161384203,22019.33838615797,603660.48,225478.5372326868,378181.9427673132,4.061930324526568,2.170621733905884,3.7001600355422535,0.388987693463051,0.171866393927049,0.2287580866248127,4.450918017989618,2.342488127832933,3.9289181221670666,16.35466132989184,0.9783143580452128,179.0,10.944891880630816,0.361770288984314,0.1602296068382384,0.5219998958225525,1.8189199116353798e-05,1.2463145624577203e-05,0.0004163478582639732,3.987123857996273e-05,0.0004562190968439359,1.779475465687222e-05,0.0001364077813535545,0.00015420253601042673,0.0006104216328543627,369
14,14,14,hnsw,16,512,2024-10-21 20:25:28.513730,2024-10-21 22:03:28.097548,31274.313989361704,32845.78743,31917.9735,96256,1645.0255081900152,5879.583818,96.52945132995126,6.55620553992075,567553.0,208723.9516291728,358829.0483708272,38547.76,16526.432188698032,22021.32781130196,606100.76,225250.38381787084,380850.3761821292,4.089265849841631,2.16842536183898,3.727861622868468,0.3888462310978734,0.1716924886625045,0.2287787546885593,4.478112080939504,2.340117850501484,3.956640377557027,16.371226770391115,0.9773244378324468,179.0,10.9338171482505,0.3614042269731632,0.1600674764093141,0.5214717033824774,1.8189199116353798e-05,1.2463145624577203e-05,0.00041914974960876716,3.985673868753203e-05,0.0004590064882962992,1.7776748801012915e-05,0.0001362697553511454,0.00015404650415215833,0.0006130529924484575,369
15,15,15,hnsw,16,1024,2024-10-21 23:34:12.492781,2024-10-22 01:00:27.586233,53777.522819148944,56476.47942,55898.223300000005,96256,1644.741404419312,5175.093452,96.15140376019632,6.59749438665789,497592.5000000001,183714.6962757521,313877.803724248,34142.65,14546.238926439131,19596.41107356087,531735.1500000001,198260.93520219123,333474.2147978089,3.578965672479707,1.9086051391679697,3.260864815951712,0.344474613593151,0.1511203345914969,0.2035863849896201,3.923440286072858,2.0597254737594666,3.4644512009413324,18.599857353841657,0.8602216509308511,179.0,9.623729719788896,0.3181008565279949,0.1408882286035309,0.4589890851315259,1.8189199116353798e-05,1.2463145624577203e-05,0.00036684398142916997,3.530864789329798e-05,0.00040215262932246797,1.564674289297984e-05,0.00011994194494930058,0.0001355886878422804,0.0005377413171647483,369
16,16,16,hnsw,24,8,2024-10-26 03:12:07.421864,2024-10-26 03:48:03.385447,4311.851578,4503.66723,4465.3074,4000,2368.7726737321623,2155.963583,125.17480449483082,8.784842262337971,269872.32,76536.24007105704,193336.07992894296,18939.8,6060.018371822783,12879.781628177216,288812.12,82596.25844287981,206215.86155712017,53.1175349866768,19.13406001776426,48.33401998223574,4.632371564018625,1.5150045929556957,3.2199454070443045,57.74990655069543,20.64906461071996,51.553965389280044,1.855318907768397,12.935781498,179.0,96.47937033925,4.783515004441065,1.4124261569743204,6.195941161415385,1.8189199116353798e-05,1.2463145624577203e-05,0.005444547336134372,0.000474818085311909,0.005919365421446281,0.00023529150539276742,0.0012024364423055872,0.0014377279476983547,0.007357093369144635,369
17,17,17,hnsw,24,16,2024-10-26 03:55:16.687744,2024-10-26 04:31:02.713502,4291.979118,4480.12877,4435.690250000001,8000,2370.5425880265248,2146.025758,125.12542731558396,8.846930158794487,268522.39,76183.44943675246,192338.9405632476,18985.74,6032.084967682366,12953.655032317634,287508.13,82215.53440443483,205292.5955955652,26.423100365304457,9.522931179594057,24.042367570405943,2.3221646975391472,0.7540106209602958,1.6192068790397045,28.745265062843604,10.276941800554354,25.661574449445645,3.727821052556071,6.438077274000001,179.0,48.01732633525,2.380732794898514,0.7029578184994425,3.0836906133979567,1.8189199116353798e-05,1.2463145624577203e-05,0.0027083677874437067,0.00023802188149776258,0.0029463896689414693,0.00011710346946325829,0.0005984469306190667,0.000715550400082325,0.0036619400690237943,369
18,18,18,hnsw,24,32,2024-10-26 04:38:09.605943,2024-10-26 05:14:23.101614,4346.922278,4551.3724,4497.781300000001,16000,2367.7598990178453,2173.495671,123.65972179569157,8.759354920288681,268773.87,77158.62539643797,191615.244603562,19038.42,6109.297856974649,12929.12214302535,287812.29,83267.92325341262,204544.3667465874,13.18155630954197,4.822414087277373,11.975952787722626,1.1640481015167088,0.3818311160609156,0.8080701339390843,14.345604411058678,5.204245203338289,12.784022921661713,7.361413327609061,3.2602435065,179.0,24.315982819312502,1.2056035218193433,0.3559779675776244,1.5615814893969675,1.8189199116353798e-05,1.2463145624577203e-05,0.001351109521728052,0.00011931493040546265,0.0014704244521335146,5.9301218307528014e-05,0.0003030536348818091,0.0003623548531893371,0.0018327793053228517,369
19,19,19,hnsw,24,64,2024-10-26 05:21:36.030648,2024-10-26 05:57:56.023505,4359.91495,4601.76742,4503.3476,32000,2361.421907958255,2179.992857,123.1245043478599,8.76637276064249,268410.54000000004,77389.27409171434,191021.26590828568,19110.63,6127.560255669883,12983.069744330118,287521.17000000004,83516.83434738423,204004.33565261585,6.574018263475446,2.418414815366073,5.969414559633927,0.5842419721152818,0.1914862579896838,0.4057209295103162,7.158260235590728,2.609901073355757,6.375135489144244,14.678947179687936,1.6349946427500002,179.0,12.194335043843752,0.6046037038415183,0.1785210426049656,0.7831247464464839,1.8189199116353798e-05,1.2463145624577203e-05,0.0006738368720062332,5.988480214181639e-05,0.0007337216741480496,2.9739243111151498e-05,0.00015197977344630971,0.0001817190165574612,0.0009154406907055108,369
20,20,20,hnsw,24,128,2024-10-26 06:05:14.399971,2024-10-26 06:42:07.151821,4425.433518,4618.987029999999,4585.67625,64000,2358.677034738892,2212.75185,124.95102421900584,8.934286960374703,276485.61,78552.21124543253,197933.39875456743,19769.36,6219.6397791775,13549.7202208225,296254.97,84771.85102461002,211483.11897538995,3.3995539307175875,1.2273783007098833,3.0927093555401166,0.3023162274471591,0.0971818715496484,0.2117143784503515,3.701870158164746,1.3245601722595317,3.304423733990468,28.923261322773268,0.82978194375,179.0,6.188790330468751,0.3068445751774708,0.0906018489968076,0.3974464241742784,1.8189199116353798e-05,1.2463145624577203e-05,0.0003484542778985527,3.098741331333381e-05,0.0003794416912118865,1.5093068998023838e-05,7.713179512860731e-05,9.222486412663115e-05,0.00047166655533851766,369
21,21,21,hnsw,24,256,2024-10-26 06:56:51.370372,2024-10-26 07:54:08.499793,9141.224869680853,9579.327,9482.6295,96256,2358.700344083513,3437.129421,123.30199945648192,8.592248467445764,423804.93,122017.34973412548,301787.5802658745,29532.67,9661.140662037147,19871.52933796285,453337.6,131678.49039616264,321659.10960383737,3.452168360407724,1.267633703188637,3.1352599346105645,0.3000179756864461,0.1003692306145814,0.206444578394727,3.75218633609417,1.368002933803219,3.341704513005292,28.0047645025817,0.8569970298371011,179.0,6.391769514201712,0.3169084257971593,0.0935733972917191,0.4104818230888784,1.8189199116353798e-05,1.2463145624577203e-05,0.0003538472569417917,3.075184250786073e-05,0.0003845990994496524,1.558808961783083e-05,7.966155425422903e-05,9.524964387205986e-05,0.0004798487433217123,369
22,22,22,hnsw,24,512,2024-10-26 08:24:07.513633,2024-10-26 09:21:05.990647,18183.312531914893,18879.9929,18658.8236,96256,2355.1964822632667,3418.477014,123.32192033864588,8.561801024296722,421573.15,121355.19332698033,300217.9566730197,29268.32,9608.712165568098,19659.607834431903,450841.47,130963.90549254842,319877.5645074516,3.434141819780219,1.2607545849295665,3.1189531735478275,0.2973085325983798,0.0998245529168893,0.2042429337852383,3.731450352378599,1.3605791378464556,3.3231961073330663,28.15756829892202,0.8523463299534575,179.0,6.357083044236203,0.3151886462323916,0.0930655988131415,0.4082542450455332,1.8189199116353798e-05,1.2463145624577203e-05,0.00035199953652747244,3.047412459133393e-05,0.0003824736611188064,1.550349711161683e-05,7.922925172784637e-05,9.47327488394632e-05,0.00047720640995826957,369
23,23,23,hnsw,24,1024,2024-10-26 10:13:54.604721,2024-10-26 11:03:48.804605,31853.11498936171,34717.22294999998,32608.6429,96256,2353.652675481172,2994.199884,123.6481512067282,8.618268986613854,370227.28,106293.44713869184,263933.8328613082,25804.82,8416.1469372786,17388.6730627214,396032.1,114709.59407597042,281322.5059240296,3.0180684284198502,1.1042786645891356,2.7419987622725666,0.2621652335209069,0.0874350371642141,0.1806502769980198,3.2802336619407573,1.1917137017533497,2.9226490392705866,32.147486383377334,0.7465591466090427,179.0,5.568086968459109,0.2760696661472839,0.0815149565228871,0.357584622670171,1.8189199116353798e-05,1.2463145624577203e-05,0.00030935201391303467,2.6871936435892958e-05,0.0003362239503489276,1.3579312969807044e-05,6.939587873821649e-05,8.297519170802353e-05,0.00041919914205695115,369
24,24,24,hnsw,32,8,2024-10-20 21:32:24.053869,2024-10-20 21:58:53.215210,3178.25222,3383.13446,3338.4951,4000,2956.771914101917,1589.161341,152.65249269614594,10.381047898899272,242589.44,56414.88328720946,186174.5567127905,16497.16,4466.84118330515,12030.31881669485,259086.6,60881.724470514615,198204.87552948532,51.24487945213176,14.103720821802366,46.54363917819764,4.048679407053428,1.1167102958262871,3.0075797041737125,55.29355885918518,15.220431117628651,49.551218882371344,2.517050910314084,12.713290728,179.0,71.11497000975,4.701240273934122,1.0410997028797155,5.742339976813837,1.8189199116353798e-05,1.2463145624577203e-05,0.005252600143843505,0.00041498963922297636,0.005667589783066482,0.00023124457647568655,0.0008863162273189547,0.0011175608037946412,0.006785150586861123,369
25,25,25,hnsw,32,16,2024-10-20 22:04:03.857305,2024-10-20 22:30:41.962546,3196.1451460000003,3390.6844100000003,3345.1046,8000,2931.896657259329,1598.105241,150.63442871219516,9.975675938603596,240729.67,56732.38979936446,183997.28020063552,15942.18,4491.980846490149,11450.199153509851,256671.85,61224.37064585461,195447.47935414533,25.36350960005296,7.091548724920557,22.99966002507944,1.954754432939862,0.5614976058112686,1.4312748941887314,27.31826403299282,7.653046330731826,24.43093491926817,5.005928142125404,6.392420964,179.0,35.757604767375,2.363849574973519,0.5234795387511306,2.887329113724649,1.8189199116353798e-05,1.2463145624577203e-05,0.0025997597340054286,0.00020036232937633585,0.0028001220633817646,0.0001162730177497503,0.0004456522354018707,0.000561925253151621,0.0033620473165333854,369
26,26,26,hnsw,32,32,2024-10-20 22:36:02.945583,2024-10-20 23:02:48.745233,3211.5352139999995,3386.39669,3339.88145,16000,2933.1549447600028,1605.79965,149.6314375208638,9.954423641828544,240278.11,57005.53965174251,183272.5703482575,15984.81,4513.6084195475,11471.201580452502,256262.92,61519.14807129001,194743.77192871,12.642151056177394,3.562846228233907,11.454535646766091,0.9799500685370712,0.2821005262217187,0.7169500987782813,13.622101124714463,3.8449467544556257,12.171485745544375,9.963883103349788,3.2115993,179.0,17.964883584375,1.1876154094113025,0.2629999697587898,1.4506153791700922,1.8189199116353798e-05,1.2463145624577203e-05,0.0012958204832581829,0.0001004448820250498,0.0013962653652832327,5.8416419149642476e-05,0.0002238989602406421,0.0002823153793902846,0.0016785807446735173,369
27,27,27,hnsw,32,64,2024-10-20 23:08:10.189224,2024-10-20 23:35:01.910473,3223.378508,3420.6373,3365.5068,32000,2941.150221379268,1611.721249,149.13665135899686,10.020299732363956,240366.71,57215.7551332294,183150.95486677057,16149.93,4530.252948710016,11619.677051289986,256516.64,61746.00808193941,194770.63191806056,6.319464788891053,1.7879923479134183,5.7234673395865805,0.4950998163520131,0.1415704046471879,0.363114907852812,6.814564605243066,1.9295627525606067,6.0865822474393925,19.85454992285704,1.611721249,179.0,9.01556573659375,0.5959974493044727,0.1319849084992012,0.7279823578036739,1.8189199116353798e-05,1.2463145624577203e-05,0.0006477451408613329,5.0747731176081345e-05,0.0006984928720374143,2.931591871811944e-05,0.00011236230866311654,0.00014167822738123597,0.0008401710994186502,369
28,28,28,hnsw,32,128,2024-10-20 23:40:27.241913,2024-10-21 00:07:30.281549,3246.0132700000004,3447.6055,3391.97415,64000,2947.3776818574784,1623.039636,149.20791496924355,10.11661060876273,242170.36,57617.55541941221,184552.80458058772,16419.66,4562.066859529399,11857.5931404706,258590.02,62179.622278941606,196410.3977210584,3.1837290060477894,0.9002743034283157,2.883637571571684,0.2517307821310316,0.0712822946801468,0.1852748928198531,3.435459788178821,0.9715565981084626,3.068912464391537,39.432185499627565,0.811519818,179.0,4.5394389819375,0.3000914344761052,0.0664558893111785,0.3665473237872838,1.8189199116353798e-05,1.2463145624577203e-05,0.0003263322231198984,2.580240516843074e-05,0.0003521346282883291,1.4760895556469194e-05,5.6575689085769544e-05,7.133658464223874e-05,0.00042347121293056784,369
29,29,29,hnsw,32,256,2024-10-21 00:18:13.464443,2024-10-21 00:59:00.654610,6508.41884574468,7025.6785,6825.052250000001,96256,2951.61752160557,2447.190167,150.1007951704474,10.26591244880562,367325.19,86874.72070396385,280450.4692960362,25122.640000000003,6878.602907906383,18244.03709209362,392447.83,93753.32361187023,298694.5063881298,3.2144355627772896,0.9025382386964328,2.913589483211812,0.2561596291290291,0.071461549492046,0.1895366220505071,3.4705951919063187,0.973999788188479,3.103126105262319,39.33327344069865,0.8135605608377661,179.0,4.550854387186254,0.3008460795654776,0.066623007078522,0.3674690866439996,1.8189199116353798e-05,1.2463145624577203e-05,0.00032947964518467216,2.6256361985725483e-05,0.00035573600717039763,1.4798015034290595e-05,5.671796094374833e-05,7.151597597803893e-05,0.00042725198314843654,369
30,30,30,hnsw,32,512,2024-10-21 01:20:55.176271,2024-10-21 02:02:29.143309,13265.714712765955,14606.445939999994,13773.38325,96256,2931.7379254913,2493.967038,150.1270202433205,10.34699721640828,374411.84,88535.28948947511,285876.5505105249,25805.07,7010.084116527699,18794.9858834723,400216.91,95545.3736060028,304671.5363939972,3.276557447574003,0.9197898259794206,2.9699608389141963,0.2631568825625771,0.0728275028728359,0.1952604085300895,3.5397143301365803,0.9926173288522564,3.1652212474442862,38.59553816605013,0.8291113823138297,179.0,4.6378417948179855,0.3065966086598068,0.0678964740324876,0.3744930826922945,1.8189199116353798e-05,1.2463145624577203e-05,0.0003358471383763353,2.697358046266415e-05,0.0003628207188389995,1.5080872022541588e-05,5.780209767256706e-05,7.288296969510865e-05,0.0004357036885341081,369
