,Unnamed: 0.1,Unnamed: 0,Index,CPU Cores,Batch Size,start time,end time,Average Latency (ms),99th Percentile (ms),95th Percentile (ms),Number of Queries,Average CPU Utilization (%),Runtime (s),Average CPU Power (W),Average DRAM Power (W),Total CPU Energy (Joules),Total CPU Idle Energy (Joules),Total CPU Dynamic Energy (Joules),Total DRAM Energy (Joules),Total DRAM Idle Energy (Joules),Total DRAM Dynamic Energy (Joules),Total Energy (Joules),Total Idle Energy (Joules),Total Dynamic Energy (Joules),CPU Energy per Query (Joules),CPU Idle Energy per Query (Joules) Unscaled,CPU Dynamic Energy per Query (Joules),DRAM Energy per Query (Joules),DRAM Idle Energy per Query (Joules) Unscaled,DRAM Dynamic Energy per Query (Joules),Total Energy per Query (Joules),Total Idle Energy per Query (Joules) Unscaled,Total Dynamic Energy per Query (Joules),Throughput (queries/s),CPU-Seconds Per Query,Memory Footprint (GB),Memory Usage per Query (GB-second),CPU Idle Energy per Query (Joules),DRAM Idle Energy per Query (Joules),Total Idle Energy per Query (Joules),CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GB-s),CPU Operational Carbon per Query (gCO2eq),Memory Operational Carbon per Query (gCO2eq),Total Operational Carbon per Query (gCO2eq),CPU Embodied Carbon per Query (gCO2eq),Memory Embodied Carbon per Query (gCO2eq),Total Embodied Carbon per Query (gCO2eq),Total Carbon Footprint per Query (gCO2eq),Grid CI (gCO2eq/kWh)
31,31,31,hnsw,32,1024,2024-10-21 02:41:27.872781,2024-10-21 03:18:12.926058,23457.94564893617,24777.497599999988,24231.14885,96256,2909.717750556793,2205.053277,150.32538826044882,10.541241902156544,331475.49,78278.91357195667,253196.5764280433,23244.0,6198.000501879549,17045.99949812045,354719.49,84476.91407383622,270242.57592616376,2.901528711131727,0.8132367184586589,2.630449804978841,0.2371212570231317,0.0643907964374122,0.1770902540945026,3.138649968154859,0.877627514896071,2.8075400590733435,43.65246001264758,0.7330629245345744,179.0,4.100570734115276,0.2710789061528862,0.060031002928629,0.3311099090815154,1.8189199116353798e-05,1.2463145624577203e-05,0.000297406692891002,2.4304928844871e-05,0.000321711621735873,1.3333827499176013e-05,5.110601020315814e-05,6.443983770233415e-05,0.00038615145943820715,369
32,32,32,hnsw,40,8,2024-10-25 16:55:04.306374,2024-10-25 17:16:08.420115,2528.159900000001,2728.47268,2696.2719,4000,3360.546775011892,1264.113741,181.168191256929,11.870166040699656,229017.2,44875.763914189454,184141.4360858105,15005.24,3553.191971765149,11452.04802823485,244022.44,48428.9558859546,195593.4841140454,50.709917762514046,11.218940978547364,46.03535902145264,3.6911648233946,0.8882979929412873,2.8630120070587126,54.40108258590865,12.10723897148865,48.89837102851135,3.1642722250892774,12.64113741,179.0,56.56908990974999,4.674558741061402,0.8281528163358877,5.50271155739729,1.8189199116353798e-05,1.2463145624577203e-05,0.00519776657065769,0.0003783443943979465,0.0055761109650556365,0.00022993216540767895,0.000705028805395015,0.000934960970802694,0.00651107193585833,369
33,33,33,hnsw,40,16,2024-10-25 17:20:16.329518,2024-10-25 17:40:43.325515,2453.914328,2654.68363,2614.57085,8000,3342.9177229663514,1226.995997,183.34154353398435,12.057300949776447,224959.34000000003,43558.09204436733,181401.2479556327,14794.259999999998,3448.860798300883,11345.399201699116,239753.60000000003,47006.95284266821,192746.6471573318,24.943806621764885,5.444761505545915,22.675155994454087,1.8200929229310472,0.4311075997876104,1.4181749002123896,26.76389954469593,5.875869105333526,24.09333089466648,6.519988671161085,6.134979985,179.0,27.454035432875,2.268650627310798,0.4019180227186576,2.6705686500294554,1.8189199116353798e-05,1.2463145624577203e-05,0.002556740178730901,0.00018655952460043234,0.002743299703331333,0.00011159037252201024,0.00034216364158222353,0.00045375401410423374,0.0031970537174355667,369
34,34,34,hnsw,40,32,2024-10-25 17:44:46.494754,2024-10-25 18:05:52.056974,2531.056018,2674.86445,2644.61995,16000,3363.083579855888,1265.56222,181.51737336154045,11.891007618732488,229721.53,44927.18460485234,184794.34539514763,15048.81,3557.263380679666,11491.546619320336,244770.34,48484.44798553201,196285.892014468,12.719625352948093,2.8079490378032714,11.549646587196728,0.9254971015791552,0.2223289612924791,0.7182216637075209,13.645122454527248,3.0302779990957505,12.26786825090425,12.642602431668667,3.16390555,179.0,14.15847733625,1.1699787657513632,0.2072754378716341,1.377254203622997,1.8189199116353798e-05,1.2463145624577203e-05,0.0013037615986771795,9.486345291186341e-05,0.0013986250515890428,5.754890803428688e-05,0.00017645916486395968,0.00023400807289824656,0.0016326331244872895,369
35,35,35,hnsw,40,64,2024-10-25 18:10:07.635055,2024-10-25 18:31:24.620640,2553.912126,2709.3117,2670.5836,32000,3358.0677909440483,1276.985585,179.91840526531865,11.975679427892684,229753.21,45332.71158728992,184420.4984127101,15292.77,3589.3723654110827,11703.397634588917,245045.98,48922.083952701,196123.896047299,6.353410257523361,1.41664723710281,5.76314057539719,0.4703043618570403,0.1121678864190963,0.3657311760809036,6.823714619380401,1.5288151235219063,6.128871751478094,25.05901427227153,1.59623198125,179.0,7.14313811609375,0.5902696821261708,0.1045731857761366,0.6948428679023074,1.8189199116353798e-05,1.2463145624577203e-05,0.0006512245513961445,4.8206197090346626e-05,0.0006994307484864911,2.9034181342848175e-05,8.902597055734448e-05,0.00011806015190019265,0.0008174909003866838,369
36,36,36,hnsw,40,128,2024-10-25 18:35:41.195301,2024-10-25 18:57:07.658010,2572.866566,2734.79484,2704.69095,64000,3339.636652905437,1286.462709,176.19342435210845,12.070517000893494,226666.27,45669.14743591306,180997.1225640869,15528.27,3616.0108235023495,11912.25917649765,242194.54,49285.15825941541,192909.38174058456,3.125405218683084,0.7135804286861416,2.8280800400638584,0.2388036864660211,0.0565001691172242,0.1861290496327757,3.364208905149105,0.7700805978033658,3.014209089696634,49.74881864220443,0.8040391931249998,179.0,3.598075389234374,0.2973251786192256,0.0526746368332454,0.3499998154524711,1.8189199116353798e-05,1.2463145624577203e-05,0.0003203540349150161,2.447737786276716e-05,0.0003448314127777833,1.4624828981103068e-05,4.484333754423531e-05,5.946816652533838e-05,0.00040429957930312164,369
37,37,37,hnsw,40,256,2024-10-25 19:05:43.005166,2024-10-25 19:38:02.453382,5158.049550531915,5408.3285,5358.57525,96256,3337.965035915457,1939.448216,177.2082116782849,12.102524731704412,343686.15,68849.99145421988,274836.1585457801,23472.22,5451.433369669732,18020.78663033027,367158.37,74301.42482388961,292856.9451761104,3.1532959502268785,0.7152799976543788,2.855262617870887,0.2400173758753941,0.0566347382985967,0.1872172813157649,3.3933133261022728,0.7719147359529756,3.042479899186652,49.63061101910854,0.8059542121010638,179.0,3.606645099152261,0.2980333323559911,0.0528000945596292,0.3508334269156203,1.8189199116353798e-05,1.2463145624577203e-05,0.00032321283489825505,2.4601781027227895e-05,0.0003478146159254829,1.4659661642570291e-05,4.4950143086902314e-05,5.9609804729472605e-05,0.0004074244206549555,369
38,38,38,hnsw,40,512,2024-10-25 19:55:31.984154,2024-10-25 20:28:14.205107,10437.278005319147,10949.48603,10886.99985,96256,3293.30532124617,1962.220953,178.0439758661572,12.13560581115658,349361.62,69658.41868362686,279703.20131637313,23812.74,5515.44335837495,18297.296641625053,373174.36,75173.86204200181,298000.4979579982,3.207358943178097,0.723678718039674,2.9058261439949,0.2435099996115569,0.0572997356879046,0.1900899335275209,3.450868942789654,0.7809784537275787,3.0959160775224213,49.05461836641594,0.8154176167719415,179.0,3.648993835054438,0.3015327991831975,0.053420066084036,0.3549528652672335,1.8189199116353798e-05,1.2463145624577203e-05,0.00032875429167575495,2.4959774960184582e-05,0.00035371406663593953,1.4831793394447518e-05,4.547794154946791e-05,6.0309734943915426e-05,0.00041402380157985497,369
39,39,39,hnsw,40,1024,2024-10-25 20:58:30.329875,2024-10-25 21:26:57.154185,18157.63878723404,19011.01078,18791.4611,96256,3301.3587546239214,1706.82431,177.7796977827202,12.093898521986716,303438.71,60591.89319306618,242846.81680693376,20642.16,4797.570217619833,15844.589782380164,324080.86999999994,65389.46341068601,258691.406589314,2.7852127552642054,0.6294869223016349,2.5229265376385244,0.211075927905952,0.0498417783579188,0.1646088532910173,2.9962886831701576,0.6793287006595538,2.687535390929541,56.39479086163239,0.7092853681848404,179.0,3.1740520226271607,0.2622862176256812,0.0464670746149347,0.3087532922406159,1.8189199116353798e-05,1.2463145624577203e-05,0.00028548430741458106,2.163528261036008e-05,0.00030711959002494113,1.2901332792230379e-05,3.955867257798612e-05,5.24600053702165e-05,0.0003595795953951576,369
40,40,40,hnsw,48,8,2024-10-20 13:01:39.178072,2024-10-20 13:20:00.383462,2202.3362420000003,2378.55208,2328.02185,4000,3627.277242195322,1101.20539,203.412117334442,13.435186691194817,223998.52,39092.55275049884,184905.96724950115,14794.9,3095.2864636351665,11699.613536364834,238793.42,42187.83921413401,196605.580785866,51.11306090618764,9.77313818762471,46.226491812375286,3.646330828089509,0.7738216159087916,2.924903384091208,54.75939173427715,10.546959803533502,49.151395196466495,3.63238323779,13.21446468,179.0,49.27894120250001,4.886569093812355,0.7214274439983005,5.607996537810656,1.8189199116353798e-05,1.2463145624577203e-05,0.0052390887428842335,0.00037374890987917464,0.005612837652763408,0.00024036052928054448,0.0006141706204317352,0.0008545311497122796,0.006467368802475688,369
41,41,41,hnsw,48,16,2024-10-20 13:23:40.914754,2024-10-20 13:42:08.288027,2214.6796400000003,2383.17179,2343.49645,8000,3601.6216144796385,1107.373273,203.35340890966225,13.510773977294646,225188.13,39311.51126062419,185876.61873937584,14961.469999999998,3112.623251969616,11848.84674803038,240149.6,42424.1345125938,197725.46548740612,25.69154679621099,4.913938907578023,23.23457734242198,1.8438399334143192,0.389077906496202,1.4811058435037976,27.53538672962531,5.303016814074225,24.715683185925773,7.224302947394686,6.644239637999999,179.0,24.777476983375,2.456969453789012,0.3627340899105216,2.819703543699533,1.8189199116353798e-05,1.2463145624577203e-05,0.002633383546611626,0.0001889935931749677,0.002822377139786594,0.00012085339775235246,0.0003088053038534125,0.00042965870160576494,0.003252035841392359,369
42,42,42,hnsw,48,32,2024-10-20 13:45:48.336129,2024-10-20 14:04:23.101925,2229.470478,2395.04492,2362.7512,16000,3612.297186010969,1114.765796,203.6901839065756,13.58025161367617,227066.85000000003,39573.94422541087,187492.9057745892,15138.8,3133.4022788267325,12005.397721173267,242205.65,42707.346504237605,199498.30349576243,12.954992367955914,2.47337151408818,11.718306610911824,0.9329151596273608,0.1958376424266708,0.7503373575733292,13.887907527583277,2.6692091565148504,12.468643968485152,14.352790565884929,3.344297388,179.0,12.47144234275,1.23668575704409,0.1825778020540316,1.4192635590981215,1.8189199116353798e-05,1.2463145624577203e-05,0.0013278867177154811,9.562380386180448e-05,0.0014235105215772857,6.083009109463392e-05,0.00015543340206621153,0.00021626349316084545,0.0016397740147381312,369
43,43,43,hnsw,48,64,2024-10-20 14:08:07.839844,2024-10-20 14:26:49.756373,2243.774104,2433.75578,2392.6555,32000,3601.905915505537,1121.916529,203.141850671495,13.74431127576337,227908.2,39827.7936975854,188080.4063024146,15419.97,3153.5016783220167,12266.468321677983,243328.17,42981.295375907415,200346.8746240926,6.499821973475227,1.2446185530495435,5.877512696950456,0.4752016142874046,0.098546927447563,0.383327135052437,6.975023587762632,1.3431654804971067,6.260839832002894,28.52262104429696,1.6828747935,179.0,6.27572058409375,0.6223092765247717,0.0918744792349676,0.7141837557597394,1.8189199116353798e-05,1.2463145624577203e-05,0.0006662317522812108,4.870816546445897e-05,0.0007149399177456698,3.0610144706864276e-05,7.821521953871712e-05,0.0001088253642455814,0.0008237652819912512,369
44,44,44,hnsw,48,128,2024-10-20 14:30:35.985008,2024-10-20 14:49:23.286080,2254.543876,2464.4258600000003,2418.9612,64000,3585.752861587697,1127.301072,201.3573442250749,13.85085172703535,226990.35,40018.94380743441,186971.4061925656,15614.08,3168.6366415287994,12445.4433584712,242604.43,43187.58044896321,199416.8495510368,3.2340762202544187,0.6252959969911626,2.921428221758837,0.2406177639697367,0.0495099475238874,0.1944600524761125,3.4746939842241558,0.67480594451505,3.11588827423495,56.7727660246561,0.8454758039999999,179.0,3.15292018575,0.3126479984955813,0.0461577114936241,0.3588057099892054,1.8189199116353798e-05,1.2463145624577203e-05,0.0003314928125760779,2.4663320806898012e-05,0.0003561561333829759,1.5378527747015316e-05,3.929530341767126e-05,5.467383116468658e-05,0.0004108299645476625,369
45,45,45,hnsw,48,256,2024-10-20 14:56:54.581546,2024-10-20 15:25:25.364838,4549.8955000000005,4843.64025,4787.77675,96256,3570.9506063268896,1710.783292,200.18367703347903,13.844769299979813,342470.8900000001,60732.43619628675,281738.4538037133,23685.4,4808.698190208466,18876.70180979153,366156.2900000001,65541.13438649522,300615.1556135049,3.242443815469755,0.6309470183291094,2.9269703063052,0.2426842073225354,0.0499573864508027,0.1961093522460058,3.4851280227922903,0.6809044047799121,3.1230796585512057,56.26428575151177,0.8531166682180852,179.0,3.1814142418966096,0.3154735091645547,0.0465748550765296,0.3620483642410843,1.8189199116353798e-05,1.2463145624577203e-05,0.0003323504910856499,2.4875131250559877e-05,0.00035722562233620977,1.551750894769909e-05,3.965042898886133e-05,5.516793793656042e-05,0.0004123935602727702,369
46,46,46,hnsw,48,512,2024-10-20 15:40:34.822095,2024-10-20 16:09:05.166636,9097.518292553192,9574.13785,9416.98,96256,3549.625071190016,1710.344541,197.4644242162667,13.797810578096849,337732.19999999995,60716.860630849456,277015.3393691505,23599.01,4807.464941585149,18791.54505841485,361331.21,65524.32557243461,295806.8844275654,3.193294648485032,0.6307852043597226,2.877902046305171,0.2417875723201341,0.0499445742767739,0.1952246619266835,3.4350822208051666,0.6807297786364965,3.0731267082318543,56.27871910750876,0.8528978761635637,179.0,3.180598329859957,0.3153926021798613,0.0465629103934506,0.361955512573312,1.8189199116353798e-05,1.2463145624577203e-05,0.00032731270146971577,2.4783226162813744e-05,0.0003520959276325295,1.5513529295454324e-05,3.9640260158331686e-05,5.515378945378601e-05,0.0004072497170863155,369
47,47,47,hnsw,48,1024,2024-10-20 16:35:54.613024,2024-10-20 17:01:01.883855,16034.741648936171,16551.84946,16466.807,96256,3537.9570164239644,1507.270831,199.4223757389225,13.842130804162029,300583.53,53507.787925153294,247075.7420748468,20863.84,4236.661972955316,16627.17802704468,321447.37,57744.44989810861,263702.9201018914,2.8448058930084703,0.5558904164431651,2.566860684786888,0.2137735068869937,0.0440145234889805,0.172739133425913,3.058579399895464,0.5999049399321456,2.739599818212801,63.861117736975565,0.7516310659906915,179.0,2.8029575169236205,0.2779452082215825,0.0410343734610807,0.3189795816826633,1.8189199116353798e-05,1.2463145624577203e-05,0.0002915926040333682,2.1911784455916855e-05,0.00031350438848928505,1.367156712134195e-05,3.49336677129224e-05,4.860523483426435e-05,0.0003621096233235494,369
48,48,48,hnsw,56,8,2024-10-25 09:34:35.247210,2024-10-25 09:51:00.986600,1971.408468,2148.11348,2093.6501,4000,3960.946923858901,985.73939,220.09481633882967,14.331597320058396,216956.13,34993.53476813217,181962.5952318678,14127.219999999998,2770.7327064018327,11356.487293598166,231083.35,37764.267474534005,193319.082525466,50.59387262831956,8.748383692033043,45.49064880796695,3.484904576584343,0.6926831766004582,2.839121823399541,54.0787772049039,9.4410668686335,48.329770631366486,4.057867668248502,13.80035146,179.0,44.1118377025,5.103223820352608,0.6457827531848022,5.74900657353741,1.8189199116353798e-05,1.2463145624577203e-05,0.005185871944402755,0.0003572027190998952,0.00554307466350265,0.00025101734058160385,0.0005497722570539725,0.0008007895976355763,0.006343864261138226,369
49,49,49,hnsw,56,16,2024-10-25 09:54:18.686474,2024-10-25 10:10:51.520479,1985.600734,2151.1555900000003,2099.3323,8000,3942.569165320953,992.834005,218.73144846605047,14.292419406001306,217164.02,35245.392063465595,181918.6279365344,14189.999999999998,2790.6743684874164,11399.325631512582,231354.02,38036.06643195301,193317.953568047,25.309804996694503,4.405674007933199,22.739828492066803,1.750131011204208,0.348834296060927,1.4249157039390727,27.05993600789871,4.754508303994126,24.16474419600588,8.057741736998624,6.949838035000001,179.0,22.214660861875,2.5699765046277,0.325215307265135,2.895191811892835,1.8189199116353798e-05,1.2463145624577203e-05,0.0025942550121611863,0.00017938842864843134,0.0027736434408096177,0.00012641198784502404,0.00027686455332214384,0.0004032765411671679,0.0031769199819767857,369
50,50,50,hnsw,56,32,2024-10-25 10:14:10.876269,2024-10-25 10:30:53.938408,2006.056978,2180.88542,2130.3685,16000,3928.577771006095,1003.062139,218.83076976550103,14.357246116733352,219500.86,35608.48860436989,183892.3713956301,14401.21,2819.4237780035164,11581.786221996485,233902.07,38427.91238237341,195474.1576176266,12.791499359261202,2.2255305377731185,11.493273212226883,0.8881444696894382,0.1762139861252197,0.7238616388747802,13.67964382895064,2.4017445238983384,12.217134851101662,15.951155345122642,3.5107174865000004,179.0,11.2217576800625,1.2982261470343193,0.1642828308146579,1.4625089778489773,1.8189199116353798e-05,1.2463145624577203e-05,0.0013111286843242732,9.103480814316741e-05,0.0014021634924674406,6.385713940321363e-05,0.00013985840013033658,0.0002037155395335502,0.0016058790320009908,369
51,51,51,hnsw,56,64,2024-10-25 10:34:15.029322,2024-10-25 10:50:57.309837,2004.493334,2186.45708,2147.3939,32000,3914.597651000001,1002.280515,217.53119684263245,14.590835381050985,218027.28,35580.74112172176,182446.53887827825,14624.11,2817.22677623725,11806.88322376275,232651.39,38397.96789795901,194253.42210204096,6.350061599977581,1.111898160053805,5.701454339946195,0.4510425084487167,0.088038336757414,0.3689651007425859,6.801104108426298,1.1999364968112192,6.07041944068878,31.927189565288515,1.75399090125,179.0,5.606506630781251,0.6486072600313862,0.0820774077061307,0.7306846677375171,1.8189199116353798e-05,1.2463145624577203e-05,0.000650881313997702,4.623185711599346e-05,0.0006971131711136956,3.19036897511091e-05,6.987470858458443e-05,0.00010177839833569353,0.000798891569449389,369
52,52,52,hnsw,56,128,2024-10-25 10:54:21.266990,2024-10-25 11:11:09.399322,2016.197308,2218.79008,2168.6118,64000,3904.285024351456,1008.132332,216.66775587552527,14.695660013808585,218429.77,35788.47935732808,182641.290642672,14815.17,2833.675160991133,11981.494839008868,233244.94,38622.15451831921,194622.7854816808,3.179967243767395,0.5591949899582512,2.8537701662917487,0.228489165275644,0.0442761743904864,0.1872108568595135,3.408456409043039,0.6034711643487376,3.0409810231512626,63.48372923724462,0.8821157905,179.0,2.8196201160625,0.3261970774756466,0.0412783084161305,0.3674753858917771,1.8189199116353798e-05,1.2463145624577203e-05,0.000325946642486158,2.342013944075351e-05,0.0003493667819269115,1.6044979757084332e-05,3.514133611247421e-05,5.1186315869558544e-05,0.00040055309779647003,369
53,53,53,hnsw,56,256,2024-10-25 11:17:53.181115,2024-10-25 11:43:24.996108,4073.9105239361697,4332.254,4272.06575,96256,3898.3874378434966,1531.814993,216.9703400990279,14.66201212459343,332358.42000000004,54379.100358251526,277979.3196417485,22459.49,4305.651112574283,18153.838887425714,354817.91000000003,58684.75147082581,296133.1585291742,3.217466563304056,0.5649424488681384,2.887916801464309,0.2303021270284738,0.0447312490917374,0.1885995562606561,3.44776869033253,0.6096736979598758,3.076516357724965,62.83787561805122,0.8911822598902925,179.0,2.848600437863614,0.3295497618397474,0.0417025707678176,0.371252332607565,1.8189199116353798e-05,1.2463145624577203e-05,0.0003297903227386657,2.3605968020418566e-05,0.00035339629075908425,1.620989157410669e-05,3.550252208332861e-05,5.17124136574353e-05,0.0004051087044165195,369
54,54,54,hnsw,56,512,2024-10-25 11:57:01.561878,2024-10-25 12:22:39.265285,8179.206372340425,8615.343159999999,8503.36405,96256,3880.1522546591946,1537.703407,216.6548493574353,14.667126246407545,333150.9,54588.13777942849,278562.7622205715,22553.69,4322.202364785716,18231.48763521428,355704.59,58910.340144214206,296794.2498557858,3.224794741022947,0.5671141308534376,2.893978164691775,0.2312691248498894,0.044903199434692,0.1894062462102547,3.4560638658728364,0.6120173302881297,3.08338441090203,62.59724701253784,0.8946080326628988,179.0,2.859550675833195,0.3308165763311719,0.0418628786396347,0.3726794549708067,1.8189199116353798e-05,1.2463145624577203e-05,0.0003305414609548521,2.3705085297113662e-05,0.00035424654625196576,1.627220363719501e-05,3.563899649376727e-05,5.191120013096228e-05,0.00040615774638292805,369
55,55,55,hnsw,56,1024,2024-10-25 12:46:45.001910,2024-10-25 13:09:19.585767,14410.401170212766,14980.67998,14854.6518,96256,3883.2193696826216,1354.583857,216.78527946609063,14.723599352623909,293653.84,48087.433430331,245566.40656966896,19944.35,3807.486881653216,16136.863118346782,313598.18999999994,51894.92031198421,261703.2696880157,2.8426010784161893,0.4995785554181661,2.551180254422259,0.2045228495787766,0.0395558394453666,0.1676452700958567,3.047123927994966,0.5391343948635328,2.718825524518116,71.05946191709266,0.7880723902094415,179.0,2.519017104419465,0.2914208239939302,0.0368775794829199,0.3282984034768501,1.8189199116353798e-05,1.2463145624577203e-05,0.00029136661053765937,2.09635920818246e-05,0.00031233020261948395,1.43344056236204e-05,3.139487700318059e-05,4.572928262680099e-05,0.0003580594852462849,369
56,56,56,hnsw,64,8,2024-10-20 06:31:03.820454,2024-10-20 06:46:15.419988,1823.125308,1973.94425,1936.21135,4000,4112.76156112577,911.599534,233.189621178547,15.312217129764353,212575.55,32361.58594376764,180213.9640562324,13958.61,2562.339163492766,11396.270836507234,226534.16,34923.9251072604,191610.2348927396,50.447088671352695,8.090396485941909,45.05349101405809,3.4462795714512944,0.6405847908731915,2.8490677091268086,53.89336824280399,8.7309812768151,47.902558723184896,4.387891668228957,14.585592544,179.0,40.7940791465,5.393597657294606,0.5972118623244859,5.990809519619092,1.8189199116353798e-05,1.2463145624577203e-05,0.005170826588813651,0.00035324365607375765,0.005524070244887409,0.0002653002470128214,0.0005084225490233576,0.0007737227960361789,0.006297793040923588,369
57,57,57,hnsw,64,16,2024-10-20 06:49:21.100247,2024-10-20 07:04:21.336310,1800.403666,1954.70528,1904.2916,8000,4166.488451174702,900.236063,234.8693178269176,15.227905838737769,211437.83,31958.18518535302,179479.64481464698,13708.71,2530.3985298147827,11178.311470185216,225146.54,34488.583715167806,190657.9562848322,25.09813770061029,3.994773148169128,22.434955601830872,1.6921726166096405,0.3162998162268478,1.3972889337731522,26.79031031721993,4.311072964395976,23.832244535604023,8.886558013839533,7.201888503999999,179.0,20.142781909625,2.663182098779419,0.2948836828364883,2.958065781615907,1.8189199116353798e-05,1.2463145624577203e-05,0.002572559114312555,0.00017344769320248814,0.002746006807515043,0.00013099658401303536,0.00025104242422375567,0.00038203900823679106,0.0031280458157518344,369
58,58,58,hnsw,64,32,2024-10-20 07:07:21.782298,2024-10-20 07:22:33.125296,1822.617868,1952.59595,1919.40975,16000,4136.013656256872,911.342998,235.37546288362444,15.252830197308434,214507.78,32352.47897135044,182155.3010286496,13900.56,2561.6180878283662,11338.941912171633,228408.34,34914.09705917881,193494.2429408212,12.7327262714302,2.0220299357094023,11.384706314290597,0.8579448192897887,0.1601011304892728,0.708683869510727,13.590671090719988,2.1821310661986755,12.093390183801324,17.55650730308239,3.645371992,179.0,10.195649790125,1.3480199571396014,0.1492609497790616,1.497280906918663,1.8189199116353798e-05,1.2463145624577203e-05,0.0013051044428215954,8.793934397720334e-05,0.0013930437867987987,6.630639701566729e-05,0.00012706986807151788,0.00019337626508718515,0.0015864200518859839,369
59,59,59,hnsw,64,64,2024-10-20 07:25:38.272645,2024-10-20 07:40:56.976876,1837.340438,1985.88846,1935.04565,32000,4103.800445074726,918.704231,233.28105256108265,15.36419396331266,214316.29,32613.801147916623,181702.4888520834,14115.15,2582.3091642319832,11532.840835768016,228431.44,35196.11031214861,193235.32968785145,6.357656967209203,1.0191812858723943,5.678202776627606,0.4356345671980768,0.0806971613822494,0.3604012761177505,6.793291534407279,1.099878447254644,6.038604052745357,34.83166716797236,1.837408462,179.0,5.13900179215625,0.6794541905815962,0.0752332910803262,0.7546874816619225,1.8189199116353798e-05,1.2463145624577203e-05,0.0006516598391389433,4.465254313780287e-05,0.0006963123822767462,3.342098837339139e-05,6.404812770060658e-05,9.746911607399797e-05,0.0007937814983507442,369
60,60,60,hnsw,64,128,2024-10-20 07:44:00.343005,2024-10-20 07:59:34.452226,1868.150922,2021.76846,1976.68585,64000,4086.5588456174232,934.109221,230.42544186596783,15.57087723042614,215242.53,33160.67495516879,182081.8550448312,14544.9,2625.6097668738166,11919.290233126185,229787.43,35786.284722042605,194001.14527795737,3.1904526825251622,0.5181355461745123,2.8450289850754875,0.2244863177922069,0.0410251526074033,0.1862389098925966,3.414939000317369,0.5591606987819157,3.031267894968084,68.51447192811727,0.934109221,179.0,2.612586727484375,0.3454236974496749,0.0382474078996103,0.3836711053492852,1.8189199116353798e-05,1.2463145624577203e-05,0.0003270213999588291,2.300984757370121e-05,0.00035003124753253033,1.6990698617191134e-05,3.256104884147536e-05,4.9551747458666495e-05,0.00039958299499119685,369
61,61,61,hnsw,64,256,2024-10-20 08:05:45.280827,2024-10-20 08:28:36.104514,3645.737805851064,3887.38925,3815.94425,96256,4003.5199678292015,1370.823687,229.672935320383,15.086805251564051,314841.1,48663.94387670116,266177.1561232988,20681.35,3853.1340664810496,16828.21593351895,335522.44999999995,52517.07794318221,283005.3720568177,3.1023498314331874,0.5055679009796913,2.7653045641133933,0.2121474060240263,0.0400300663489138,0.1748277087508202,3.3144972374572137,0.5455979673286051,2.9401322728642136,70.21763696734254,0.9114519195478724,179.0,2.5492170874854554,0.3370452673197942,0.037319697273206,0.3743649645930003,1.8189199116353798e-05,1.2463145624577203e-05,0.0003179908577219017,2.1745109117462695e-05,0.0003397359668393644,1.6578580449639135e-05,3.1771263789991794e-05,4.834984423963093e-05,0.00038808581107899534,369
62,62,62,hnsw,64,512,2024-10-20 08:40:46.476460,2024-10-20 09:03:24.652361,7224.273329787234,7550.84381,7496.677000000001,96256,4006.057404619585,1358.175901,229.3663359588648,14.993573354531197,311519.83,48214.95021405479,263304.8797859452,20363.91,3817.583458795817,16546.326541204184,331883.73999999993,52032.53367285061,279851.2063271493,3.069400140548624,0.5009033225363073,2.735464592191086,0.208874540669091,0.0396607324093647,0.1718991703499437,3.2782746812177157,0.5405640549456721,2.9073637625410296,70.87152697167463,0.9030424873670212,179.0,2.5256969568546377,0.3339355483575382,0.0369753703191473,0.3709109186766854,1.8189199116353798e-05,1.2463145624577203e-05,0.00031461351440623396,2.1409640418581828e-05,0.0003360231548248158,1.6425619613246158e-05,3.1478128976830835e-05,4.790374859007699e-05,0.0003839269034148928,369
63,63,63,hnsw,64,1024,2024-10-20 09:24:31.988532,2024-10-20 09:44:25.634712,12698.296765957448,13228.64422,13072.60515,96256,4002.379039462636,1193.64618,229.81352815957572,15.16990570857438,274316.04000000004,42374.18076666101,231941.85923333903,18107.5,3355.1205768469995,14752.379423153,292423.54000000004,45729.30134350801,246694.23865649203,2.7031178635906303,0.4402237862227913,2.4096353394421026,0.1857580865360009,0.0348562227481611,0.1532619205364133,2.8888759501266312,0.4750800089709525,2.562897259978516,80.6403116876728,0.7936477260638297,179.0,2.2197334838347738,0.2934825241485275,0.0324961659995876,0.3259786901481152,1.8189199116353798e-05,1.2463145624577203e-05,0.00027706958101803963,1.9040203869940092e-05,0.0002961097848879797,1.4435816517616413e-05,2.7664861656782873e-05,4.210067817439929e-05,0.000338210463062379,369
