,Unnamed: 0,Index,CPU Cores,Batch Size,start time,end time,Average Latency (ms),99th Percentile (ms),95th Percentile (ms),Number of Queries,Average CPU Utilization (%),Runtime (s),Average CPU Power (W),Average DRAM Power (W),Total CPU Energy (Joules),Total CPU Idle Energy (Joules),Total CPU Dynamic Energy (Joules),Total DRAM Energy (Joules),Total DRAM Idle Energy (Joules),Total DRAM Dynamic Energy (Joules),Total Energy (Joules),Total Idle Energy (Joules),Total Dynamic Energy (Joules),CPU Energy per Query (Joules),CPU Idle Energy per Query (Joules) Unscaled,CPU Dynamic Energy per Query (Joules),DRAM Energy per Query (Joules),DRAM Idle Energy per Query (Joules) Unscaled,DRAM Dynamic Energy per Query (Joules),Total Energy per Query (Joules),Total Idle Energy per Query (Joules) Unscaled,Total Dynamic Energy per Query (Joules),Throughput (queries/s),CPU-Seconds Per Query,Memory Footprint (GB),Memory Usage per Query (GB-second),CPU Idle Energy per Query (Joules),DRAM Idle Energy per Query (Joules),Total Idle Energy per Query (Joules)
10,10,hnsw,16,32,2024-10-21 13:52:48.173465,2024-10-21 14:54:43.300248,7430.18731,7640.48554,7583.2513,16000,1641.2574154999866,3715.126783,97.6073903209241,6.650941258065809,362623.8300000001,131886.19585236371,230737.6341476364,24709.090000000004,10442.540280436117,14266.549719563887,387332.9200000001,142328.73613279982,245004.18386720025,15.794916674356061,8.242887240772733,14.421102134227272,1.500127687615342,0.6526587675272573,0.8916593574727429,17.295044361971403,8.89554600829999,15.312761491700016,4.306717087883565,3.715126783,179.0,41.562980884812504,1.373814540128789,0.6084683301425992,1.982282870271388
11,11,hnsw,16,64,2024-10-21 15:07:01.865025,2024-10-21 16:12:13.391106,7822.97767,8313.938409999999,8153.4783,32000,1642.1177622915118,3911.526081,95.70542602755562,6.548032524802178,374354.27,138858.3283781825,235495.94162181756,25612.8,10994.58270057615,14618.21729942385,399967.07,149852.91107875865,250114.15892124135,8.082468635984831,4.339322761818202,7.359248175681798,0.7771367228015151,0.3435807093930046,0.4568192906069953,8.859605358786347,4.682903471211207,7.816067466288793,8.180950180912268,1.9557630405,179.0,21.88009901559375,0.7232204603030338,0.3203174321945199,1.0435378924975538
12,12,hnsw,16,128,2024-10-21 16:24:59.719734,2024-10-21 17:30:15.763719,7832.017148,8134.03704,8066.80315,64000,1643.3473565542306,3916.043985,95.75027794280508,6.540970964094012,374962.3,139018.71299130327,235943.58700869672,25614.730000000003,11007.281700437748,14607.448299562257,400577.03,150025.994691741,250551.035308259,4.048646445425739,2.172167390489113,3.686618547010886,0.38858508283645093,0.1719887765693398,0.2282413796806602,4.437231528262189,2.344156167058453,3.9148599266915465,16.34302378756351,0.97901099625,179.0,10.952685520546874,0.36202789841485217,0.16034370315579075,0.5223716015706429
13,13,hnsw,16,256,2024-10-21 17:55:48.253830,2024-10-21 19:33:53.793008,15652.960627659571,16591.98075,16107.6245,96256,1643.4480852078264,5885.539178,96.01464758102745,6.552077699889538,565097.97,208935.3656188448,356162.6043811552,38562.51,16543.17161384203,22019.33838615797,603660.48,225478.5372326868,378181.9427673132,4.061930324526568,2.170621733905884,3.7001600355422535,0.38898769346305107,0.171866393927049,0.2287580866248127,4.450918017989618,2.342488127832933,3.9289181221670666,16.35466132989184,0.9783143580452128,179.0,10.944891880630816,0.361770288984314,0.1602296068382384,0.5219998958225525
14,14,hnsw,16,512,2024-10-21 20:25:28.513730,2024-10-21 22:03:28.097548,31274.313989361704,32845.78743,31917.9735,96256,1645.0255081900152,5879.583818,96.52945132995126,6.55620553992075,567553.0,208723.9516291728,358829.0483708272,38547.76,16526.432188698032,22021.32781130196,606100.76,225250.38381787084,380850.3761821292,4.089265849841631,2.1684253618389797,3.727861622868468,0.3888462310978734,0.1716924886625045,0.2287787546885593,4.478112080939504,2.340117850501484,3.956640377557027,16.371226770391115,0.9773244378324468,179.0,10.9338171482505,0.36140422697316327,0.1600674764093141,0.5214717033824774
15,15,hnsw,16,1024,2024-10-21 23:34:12.492781,2024-10-22 01:00:27.586233,53777.522819148944,56476.47942,55898.223300000005,96256,1644.741404419312,5175.093452,96.15140376019632,6.59749438665789,497592.5000000001,183714.6962757521,313877.803724248,34142.65,14546.238926439131,19596.41107356087,531735.1500000001,198260.93520219123,333474.2147978089,3.578965672479707,1.9086051391679697,3.260864815951712,0.34447461359315107,0.1511203345914969,0.2035863849896201,3.923440286072858,2.0597254737594666,3.4644512009413324,18.599857353841657,0.8602216509308511,179.0,9.623729719788896,0.31810085652799497,0.14088822860353098,0.4589890851315259
16,16,hnsw,24,8,2024-10-26 03:12:07.421864,2024-10-26 03:48:03.385447,4311.851578,4503.66723,4465.3074,4000,2368.7726737321623,2155.963583,125.17480449483082,8.784842262337971,269872.32,76536.24007105704,193336.07992894296,18939.8,6060.018371822783,12879.781628177216,288812.12,82596.25844287981,206215.86155712017,53.1175349866768,19.13406001776426,48.33401998223574,4.632371564018625,1.5150045929556957,3.2199454070443045,57.74990655069543,20.649064610719957,51.553965389280044,1.855318907768397,12.935781498,179.0,96.47937033925,4.783515004441065,1.4124261569743204,6.195941161415385
17,17,hnsw,24,16,2024-10-26 03:55:16.687744,2024-10-26 04:31:02.713502,4291.979118,4480.12877,4435.690250000001,8000,2370.5425880265248,2146.025758,125.12542731558396,8.846930158794487,268522.39,76183.44943675246,192338.94056324757,18985.74,6032.084967682366,12953.655032317634,287508.13,82215.53440443483,205292.5955955652,26.423100365304457,9.522931179594057,24.042367570405943,2.3221646975391472,0.7540106209602958,1.6192068790397045,28.745265062843604,10.276941800554354,25.661574449445645,3.727821052556071,6.438077274000001,179.0,48.017326335250004,2.380732794898514,0.7029578184994425,3.0836906133979567
18,18,hnsw,24,32,2024-10-26 04:38:09.605943,2024-10-26 05:14:23.101614,4346.922278,4551.3724,4497.781300000001,16000,2367.7598990178453,2173.495671,123.65972179569157,8.759354920288681,268773.87,77158.62539643797,191615.244603562,19038.42,6109.297856974649,12929.12214302535,287812.29,83267.92325341262,204544.3667465874,13.18155630954197,4.822414087277373,11.975952787722626,1.1640481015167088,0.3818311160609156,0.8080701339390843,14.345604411058678,5.204245203338289,12.784022921661713,7.361413327609061,3.2602435065,179.0,24.315982819312502,1.2056035218193433,0.35597796757762445,1.5615814893969677
19,19,hnsw,24,64,2024-10-26 05:21:36.030648,2024-10-26 05:57:56.023505,4359.91495,4601.76742,4503.3476,32000,2361.421907958255,2179.992857,123.1245043478599,8.76637276064249,268410.54000000004,77389.27409171434,191021.26590828568,19110.63,6127.560255669883,12983.069744330118,287521.17000000004,83516.83434738423,204004.33565261585,6.574018263475446,2.418414815366073,5.969414559633927,0.5842419721152818,0.1914862579896838,0.4057209295103162,7.158260235590728,2.609901073355757,6.375135489144244,14.678947179687936,1.6349946427500002,179.0,12.194335043843752,0.6046037038415183,0.17852104260496562,0.7831247464464839
