,Time (s),grid CI (gCO2eq/kWh),grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq),Min CF % Improvement,Min Energy % Improvement,Min Embodied % Improvement
376,1353600,151.9,4.2194444444444446e-05,1.9895667631474476e-05,1.3958521513184648e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019066838292547267,0.0003066034458567341,0.00019315539086850087,0.00021842093758435628,3.07080470002275e-05,4.9393493243906344e-05,5.69328743817593e-05,2.736651284936755e-05,0.00015996033592524517,0.00025720995261282776,0.00013622251648674156,0.00019105442473498873,37.81270709704748,37.001559023979084,28.76109497920733
377,1357200,143.93,3.998055555555555e-05,1.902744057893033e-05,1.3234199626325392e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018084724085935225,0.00029079339204767646,0.00018324723342995732,0.00020706331927848346,2.927982051886158e-05,4.70789188444882e-05,5.417213930265838e-05,2.6033277460794676e-05,0.00015156742034049068,0.00024371447320318827,0.00012907509412729893,0.00018103004181768876,37.80902668183678,36.983700991419575,28.793664181841244
378,1360800,140.03,3.889722222222222e-05,1.8920365203500723e-05,1.3291937787090669e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017667671300789834,0.0002841072571307111,0.00017976197500052597,0.0002021710707437974,2.9216240067726636e-05,4.699659442910301e-05,5.418436483832442e-05,2.6046310403833802e-05,0.0001474604729401717,0.0002371106627016081,0.00012557761016220156,0.0001761247603399636,37.81337555674845,36.72742582642946,28.83987801452632
379,1364400,139.1,3.8638888888888885e-05,1.8669852042613893e-05,1.3032524278666686e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017524668129819922,0.0002817950271818849,0.00017801047037657418,0.00020055582468330178,2.8765557353488218e-05,4.6259119292192056e-05,5.3266875621434295e-05,2.5600785311103427e-05,0.000146481123944711,0.0002355359078896928,0.00012474359475513988,0.00017495503937219834,37.810584150200036,36.82980421734797,28.829182441941096
380,1368000,134.09,3.724722222222222e-05,1.8682817328156508e-05,1.3030417546606732e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016998227055187658,0.00027332838529198927,0.00017352778250579826,0.0001942587404013713,2.8776994421421513e-05,4.627583396971093e-05,5.3277109459668073e-05,2.560510108132763e-05,0.00014120527613045508,0.0002270525513222783,0.00012025067304613018,0.00016865363932004368,37.8102386364705,36.51307663475081,28.928442542164074
381,1371600,145.53,4.0425e-05,1.85552210352646e-05,1.3025564640777554e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018189717735383047,0.00029249972851736914,0.0001836249927148138,0.00020857421975047956,2.8644855515772993e-05,4.607599972378902e-05,5.31150333710646e-05,2.5531754762441982e-05,0.00015325232183805747,0.0002464237287935801,0.00013050995934374917,0.00018304246498803756,37.81287310048594,37.22216644590498,28.692508260535337
382,1375200,144.3,4.0083333333333336e-05,1.8525213531204945e-05,1.3032335871734506e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018057688938541468,0.0002903809207421887,0.0001825027997333928,0.00020701946775738227,2.861983557361163e-05,4.603993218372223e-05,5.309589302478973e-05,2.5524053081550313e-05,0.00015195705381180303,0.00024434098855846643,0.00012940690670860307,0.00018149541467583194,37.81378992673635,37.15055408360462,28.707620587379395
383,1378800,168.22,4.672777777777777e-05,1.8525788346820136e-05,1.2987300905639728e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020384670865084784,0.00033082296079558007,0.00020384670865084784,0.00023705115715280325,5.298856695631423e-05,4.5978601160755276e-05,5.298856695631423e-05,2.547001608025685e-05,0.00015085814169453363,0.00028484435963482477,0.00015085814169453363,0.0002115811410725464,38.38193450641189,38.38193450641189,28.345010702180275
384,1382400,196.99,5.4719444444444446e-05,1.8709200608612855e-05,1.2916830776507346e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022969462143788836,0.00037971904683206415,0.00022969462143788836,0.0002732490229494821,5.303580957005937e-05,4.61588851125056e-05,5.303580957005937e-05,2.5481997745101358e-05,0.00017665881186782896,0.00033356016171955853,0.00017665881186782896,0.0002477670252043807,39.509323181390506,39.509323181390506,28.03915810145543
385,1386000,241.68,6.713333333333333e-05,1.819386363801449e-05,1.2821639385930225e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026893632132299496,0.0004544804449885482,0.00026893632132299496,0.00032907107416734935,5.219993037819117e-05,4.524738805985688e-05,5.219993037819117e-05,2.5094554286163918e-05,0.00021673639094480377,0.0004092330569286913,0.00021673639094480377,0.00030397651988118543,40.82554611788159,40.82554611788159,27.594008103991985
386,1389600,281.72,7.825555555555555e-05,1.8155589900828497e-05,1.2798588906367765e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0003047434179772905,0.0005221897977746937,0.0003047434179772905,0.00037938390589156674,5.209952499082026e-05,4.515761969644596e-05,5.209952499082026e-05,2.5046496172402657e-05,0.00025264389298647024,0.00047703217807824774,0.00025264389298647024,0.00035433740971916407,41.64125395096738,41.64125395096738,27.34750707342287
387,1393200,288.76,8.02111111111111e-05,1.808683260014632e-05,1.2779957794496573e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0003109310776285762,0.0005339807175690156,0.0003109310776285762,0.0003881797183852376,5.1973777689725143e-05,4.502781489304367e-05,5.1973777689725143e-05,2.4987646716538906e-05,0.0002589572999388511,0.0004889529026759719,0.0002589572999388511,0.0003631920716686987,41.771103824851274,41.771103824851274,27.304543850861734
388,1396800,282.92,7.858888888888889e-05,1.810486833939567e-05,1.2768866498632308e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00030568848459397414,0.0005241039148161803,0.00030568848459397414,0.00038083053039787696,5.196844269516629e-05,4.5039795045138686e-05,5.196844269516629e-05,2.4983803300951366e-05,0.00025372004189880786,0.0004790641197710417,0.00025372004189880786,0.00035584672709692563,41.67406959721171,41.67406959721171,27.3368277488547
389,1400400,261.88,7.274444444444444e-05,1.8220368791659888e-05,1.282448501927833e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00028708956907076477,0.0004887288457022205,0.00028708956907076477,0.0003544953699498535,5.223800476827709e-05,4.529143694483186e-05,5.223800476827709e-05,2.51120075430145e-05,0.00023485156430248766,0.00044343740875738864,0.00023485156430248766,0.000329383362406839,41.25790372404442,41.25790372404442,27.465838559108636
390,1404000,243.15,6.754166666666666e-05,1.8288809675863945e-05,1.3005886358661257e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00027080841128672705,0.00045736776213538147,0.00027080841128672705,0.00033119252855807774,5.2753737924309603e-05,4.564557663301761e-05,5.2753737924309603e-05,2.536709488913435e-05,0.00021805467336241742,0.00041172218550236385,0.00021805467336241742,0.0003058254336689434,40.78979025054954,40.78979025054954,27.58725997394536
391,1407600,232.81,6.466944444444444e-05,1.8219335164498216e-05,1.2885180538134087e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002611642042532482,0.0004395873246837582,0.0002611642042532482,0.00031800484745919455,5.238234735214023e-05,4.537370343430182e-05,5.238234735214023e-05,2.518469852863024e-05,0.00020878185690110794,0.00039421362124945637,0.00020878185690110794,0.0002928201489305643,40.58877733994461,40.58877733994461,27.658321884515395
392,1411200,234.61,6.516944444444445e-05,1.8314216514470785e-05,1.2898815809865076e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026292299440243384,0.0004427976836362137,0.00026292299440243384,0.0003203354628131339,5.25269141328194e-05,4.553614984756642e-05,5.25269141328194e-05,2.5251337815927147e-05,0.00021039608026961445,0.0003972615337886473,0.00021039608026961445,0.00029508412499720674,40.62231937544603,40.62231937544603,27.65647277497736
393,1414800,230.94,6.415e-05,1.8397814883086783e-05,1.294444916598302e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002598397747711626,0.00043677289184473536,0.0002598397747711626,0.0003158187486546825,5.273491659178077e-05,4.572571306654945e-05,5.273491659178077e-05,2.5350619304463336e-05,0.00020710485817938178,0.00039104717877818594,0.00020710485817938178,0.0002904681293502192,40.50918002861524,40.50918002861524,27.692685477616546
394,1418400,228.88,6.357777777777778e-05,1.8581816707445413e-05,1.3008607859007347e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025836319313687184,0.00043365184726654367,0.00025836319313687184,0.0003134024960074061,5.310572392366972e-05,4.609283506098727e-05,5.310572392366972e-05,2.5525361489011004e-05,0.00020525746921320212,0.0003875590122055564,0.00020525746921320212,0.0002878771345183951,40.42151676156261,40.42151676156261,27.72946823981276
395,1422000,227.6,6.322222222222222e-05,1.8737597943307776e-05,1.3059178257410025e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002575202481130275,0.00043179008192539825,0.0002575202481130275,0.00031193597650194154,5.341067107298556e-05,4.639847419215539e-05,5.341067107298556e-05,2.566878051982546e-05,0.00020410957704004195,0.00038539160773324286,0.00020410957704004195,0.00028626719598211605,40.359851026518,40.359851026518,27.757493847245033
396,1425600,231.91,6.441944444444444e-05,1.8923318712410624e-05,1.3202106774386995e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002619471576959708,0.00043956665772677096,0.0002619471576959708,0.0003176276397290869,5.397241247911611e-05,4.687699274690996e-05,5.397241247911611e-05,2.593947883184373e-05,0.0002079747452168547,0.000392689664979861,0.0002079747452168547,0.00029168816089724314,40.407864634083815,40.407864634083815,27.740734164937464
397,1429200,215.7,5.991666666666666e-05,1.8897908224887504e-05,1.319208412141544e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002473561836314666,0.000412066207339115,0.0002473561836314666,0.00029721374315155326,5.391841663877309e-05,4.682468805941162e-05,5.391841663877309e-05,2.5913944498906373e-05,0.00019343776699269353,0.00036524151927970337,0.00019343776699269353,0.0002712997986526469,39.971737738760574,39.971737738760574,27.872332683918067
398,1432800,169.07,4.6963888888888884e-05,1.9320170738139452e-05,1.3438536243800482e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002066277302356165,0.00033408787518544506,0.0002066277302356165,0.00023908491559155502,5.5007316394843685e-05,4.780422351822465e-05,5.5007316394843685e-05,2.6434674709760818e-05,0.0001516204138407728,0.0002862836516672204,0.0001516204138407728,0.00021265024088179419,38.15168236173736,38.15168236173736,28.436518248726
399,1436400,146.3,4.063888888888889e-05,2.0522834165263408e-05,1.4018364432130085e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001854482671174563,0.0002981529927943851,0.00018901631693252343,0.00021178139799772622,3.138508643369485e-05,5.042543474792884e-05,5.781582870335758e-05,2.7770454358958287e-05,0.00015406318068376148,0.00024772755804645626,0.00013120048822916583,0.00018401094363876795,37.80097077699073,36.60425301755246,28.968884057529227
400,1440000,147.49,4.0969444444444443e-05,1.9861877747307355e-05,1.37270508093623e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.000185813206947474,0.00029876521424250285,0.0001886055870742019,0.00021257702137031387,3.049688077489725e-05,4.9022647350692615e-05,5.633791784030124e-05,2.706933799859905e-05,0.00015531632617257676,0.0002497425668918102,0.00013226766923390065,0.00018550768337171483,37.80627794350501,36.871637632782175,28.84813517889383
401,1443600,139.52,3.8755555555555556e-05,1.908860953942468e-05,1.326189621174938e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017628599489284382,0.0002834568462974276,0.00017943092772831814,0.0002015823523785973,2.9362584305021523e-05,4.7209758815256914e-05,5.431068085386007e-05,2.6099051924182383e-05,0.0001469234105878223,0.0002362470874821707,0.00012512024687445807,0.00017548330045441492,37.80852457948072,36.69903194363364,28.884288733291154
402,1447200,140.91,3.9141666666666665e-05,1.8998919418801025e-05,1.3215686526116058e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017762411387824088,0.00028561093230037487,0.00018046090000306802,0.0002032274459336848,2.9236945114407474e-05,4.701017902405126e-05,5.409411397181884e-05,2.5995852850029365e-05,0.0001483871687638334,0.00023860075327632361,0.00012636678603124917,0.00017723159308365543,37.8090633829678,36.81582894968508,28.844654405612165
403,1450800,133.0,3.694444444444444e-05,1.893234492241501e-05,1.316291472155638e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001691869862702689,0.0002720433948978258,0.00017316223443101714,0.00019317963843401174,2.9129549285031195e-05,4.683652394650197e-05,5.388906331359369e-05,2.589696239876818e-05,0.0001400574369852377,0.00022520687095132382,0.00011927317111742346,0.00016728267603524356,37.808824090799106,36.34756892515126,28.98940314041947
404,1454400,121.77,3.3824999999999995e-05,1.8914451855744223e-05,1.316120376070542e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015734176515598406,0.0002529983608926388,0.00016306607476460747,0.00017904341445793083,2.9110230556793137e-05,4.68070776163779e-05,5.386386388514392e-05,2.5885433549572904e-05,0.00012823153459919092,0.00020619128327626092,0.00010920221087946357,0.00015315798090835794,37.8091760749577,35.54658844852934,29.231393505387626
405,1458000,119.61,3.3224999999999994e-05,1.8967299342858545e-05,1.328388446364924e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015521423286520128,0.00024959029980043025,0.00016148553001249082,0.0001765026278381319,2.9257315287725498e-05,4.705651157119837e-05,5.4220387175235035e-05,2.606141820974483e-05,0.0001259569175774758,0.00020253378822923188,0.00010726514283725579,0.00015044120962838707,37.81239375516239,35.29975718543031,29.283057883554964
406,1461600,133.73,3.714722222222222e-05,1.875164164752305e-05,1.3143321127714985e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016975885005188952,0.00027297891560194084,0.0001735568503277574,0.00019397858313373374,2.8932676758386974e-05,4.653594678750074e-05,5.362902195532852e-05,2.577773902701851e-05,0.00014082617329350255,0.00022644296881444011,0.00011992782837242887,0.0001682008441067152,37.81246816166832,36.42115181494866,28.940085828242413
407,1465200,163.93,4.553611111111111e-05,1.875305459607566e-05,1.3133028858912746e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020061691404249074,0.00032410403812727675,0.00020061691404249074,0.00023195139876197604,5.36060047095642e-05,4.652387004419011e-05,5.36060047095642e-05,2.5766067314927318e-05,0.00014701090933292652,0.0002775801680830866,0.00014701090933292652,0.0002061853314470487,38.101075444265895,38.101075444265895,28.433042642039545
