,Grid CI (gCO2eq/kWh),Grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq)
21,210,5.833333333333333e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00020728834636559246,0.00043582858398674137,0.0002095267576579567,0.00028879005482308637,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00016586738873307672,0.0003857446944380378,0.00016399768872595646,0.00026413054110827934
22,220,6.111111111111111e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00021518679344811992,0.0004541973789599812,0.00021733617140681175,0.0003013676996377663,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0001737658358156042,0.00040411348941127767,0.00017180710247481152,0.0002767081859229593
23,230,6.38888888888889e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00022308524053064738,0.0004725661739332212,0.00022514558515566684,0.0003139453444524463,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00018166428289813168,0.00042248228438451763,0.0001796165162236666,0.0002892858307376393
24,240,6.666666666666667e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00023098368761317485,0.0004909349689064611,0.0002329549989045219,0.00032652298926712627,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00018956272998065914,0.00044085107935775753,0.00018742592997252167,0.00030186347555231924
25,250,6.944444444444444e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0002388821346957023,0.0005093037638797009,0.00024076441265337696,0.0003391006340818062,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00019746117706318658,0.0004592198743309974,0.00019523534372137673,0.0003144411203669992
26,260,7.222222222222222e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00024678058177822975,0.0005276725588529408,0.000248573826402232,0.00035167827889648616,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00020535962414571404,0.0004775886693042373,0.0002030447574702318,0.00032701876518167913
27,270,7.5e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0002546790288607572,0.0005460413538261806,0.00025638324015108706,0.00036425592371116617,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0002132580712282415,0.0004959574642774771,0.00021085417121908685,0.00033959640999635913
28,280,7.777777777777778e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0002625774759432847,0.0005644101487994206,0.0002641926538999422,0.00037683356852584617,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.000221156518310769,0.0005143262592507171,0.00021866358496794194,0.00035217405481103914
29,290,8.055555555555556e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00027047592302581214,0.0005827789437726604,0.00027200206764879724,0.0003894112133405261,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00022905496539329644,0.0005326950542239569,0.000226472998716797,0.0003647516996257191
30,300,8.333333333333333e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0002783743701083396,0.0006011477387459003,0.0002798114813976523,0.00040198885815520606,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0002369534124758239,0.0005510638491971968,0.00023428241246565206,0.00037732934444039903
31,310,8.61111111111111e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.000286272817190867,0.0006195165337191402,0.00028762089514650736,0.000414566502969886,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00024485185955835134,0.0005694326441704368,0.00024209182621450713,0.000389906989255079
32,320,8.888888888888889e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00029417126427339454,0.0006378853286923802,0.0002954303088953625,0.000427144147784566,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00025275030664087886,0.0005878014391436767,0.00024990123996336224,0.000402484634069759
33,330,9.166666666666667e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.000302069711355922,0.0006562541236656201,0.00030323972264421754,0.00043972179259924596,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0002606487537234063,0.0006061702341169166,0.0002577106537122173,0.00041506227888443893
34,340,9.444444444444444e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0003099681584384494,0.0006746229186388599,0.00031104913639307255,0.0004522994374139259,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00026854720080593373,0.0006245390290901564,0.0002655200674610723,0.0004276399236991189
35,350,9.722222222222222e-05,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0003178666055209769,0.0006929917136120998,0.0003188585501419276,0.0004648770822286059,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0002764456478884612,0.0006429078240633963,0.00027332948120992737,0.0004402175685137989
36,360,0.0001,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0003257650526035044,0.0007113605085853397,0.0003266679638907827,0.0004774547270432859,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0002843440949709887,0.0006612766190366362,0.0002811388949587825,0.0004527952133284789
37,370,0.00010277777777777778,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00033366349968603186,0.0007297293035585797,0.0003344773776396378,0.0004900323718579658,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0002922425420535162,0.0006796454140098762,0.00028894830870763755,0.00046537285814315883
38,380,0.00010555555555555555,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00034156194676855927,0.0007480980985318195,0.00034228679138849285,0.0005026100166726458,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0003001409891360436,0.000698014208983116,0.0002967577224564926,0.0004779505029578388
39,390,0.00010833333333333333,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00034946039385108673,0.0007664668935050594,0.0003500962051373479,0.0005151876614873258,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00030803943621857105,0.0007163830039563559,0.0003045671362053477,0.0004905281477725188
40,400,0.00011111111111111112,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00035735884093361425,0.0007848356884782993,0.000357905618886203,0.0005277653063020058,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00031593788330109857,0.0007347517989295958,0.0003123765499542028,0.0005031057925871988
41,410,0.00011388888888888889,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0003652572880161417,0.0008032044834515392,0.0003657150326350581,0.0005403429511166857,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00032383633038362604,0.0007531205939028357,0.00032018596370305785,0.0005156834374018787
42,420,0.00011666666666666667,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0003731557350986691,0.0008215732784247791,0.00037352444638391315,0.0005529205959313657,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00033173477746615345,0.0007714893888760756,0.0003279953774519129,0.0005282610822165587
43,430,0.00011944444444444444,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0003810541821811966,0.000839942073398019,0.0003813338601327682,0.0005654982407460456,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0003396332245486809,0.0007898581838493155,0.000335804791200768,0.0005408387270312386
44,440,0.00012222222222222221,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00038895262926372405,0.0008583108683712588,0.00038914327388162327,0.0005780758855607256,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0003475316716312084,0.0008082269788225553,0.00034361420494962304,0.0005534163718459186
45,450,0.000125,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00039685107634625157,0.0008766796633444988,0.00039695268763047833,0.0005906535303754056,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0003554301187137359,0.0008265957737957953,0.0003514236186984781,0.0005659940166605986
46,460,0.0001277777777777778,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(72), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00040474952342877904,0.0008950484583177388,0.00040476210137933345,0.0006032311751900856,4.142095763251571e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00036332856579626336,0.0008449645687690353,0.0003592330324473332,0.0005785716614752786
47,470,0.00013055555555555555,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00041257151512818845,0.0009134172532909786,0.00041257151512818845,0.0006158088200047655,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0003670424461961882,0.0008633333637422751,0.0003670424461961882,0.0005911493062899585
48,480,0.00013333333333333334,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00042038092887704357,0.0009317860482642186,0.00042038092887704357,0.0006283864648194455,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00037485185994504334,0.0008817021587155151,0.00037485185994504334,0.0006037269511046385
49,490,0.0001361111111111111,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0004281903426258986,0.0009501548432374583,0.0004281903426258986,0.0006409641096341254,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00038266127369389834,0.0009000709536887548,0.00038266127369389834,0.0006163045959193184
50,500,0.0001388888888888889,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0004359997563747537,0.0009685236382106983,0.0004359997563747537,0.0006535417544488054,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00039047068744275346,0.0009184397486619948,0.00039047068744275346,0.0006288822407339984
