timestamp,cpu allocated,mem allocated (gb),avg cpu utilization (cores)
573300,332026.0,752175.25,28124.231193659576
573600,331871.0,751181.0,27388.49196618018
573900,332240.0,752536.75,27681.492972329943
574200,333137.0,753936.5,27501.39461297996
574500,333204.0,753891.75,27214.46256977963
574800,333616.0,754658.75,27555.97091813005
575100,334343.0,755919.0,27794.9709733903
575400,334428.0,756156.75,27765.864941300293
575700,334002.0,754872.25,27992.5982449202
576000,333275.0,753485.0,27800.38172154985
576300,332956.0,752981.75,27666.45736717012
576600,332536.0,752338.75,27819.57183901002
576900,332377.0,751773.5,27740.609301749864
577200,332356.0,751778.75,27611.159496030323
577500,331892.0,751001.75,28550.965005350245
577800,331862.0,750902.25,28125.037737520244
578100,331756.0,750703.75,28139.15251181008
578400,331837.0,750796.5,28070.44083836015
578700,330743.0,748878.0,27538.75360225964
579000,330521.0,749916.5,27425.26054854995
579300,330509.0,750103.5,27853.53868159009
579600,330483.0,749806.0,27443.113336869643
579900,330448.0,749403.75,27174.7168418804
580200,330427.0,749063.75,27172.48874127963
580500,330179.0,748564.75,26872.225879129765
580800,330024.0,748403.75,26933.180191520223
581100,330151.0,748632.0,27885.270848819844
581400,330075.0,748346.75,27699.522513559587
581700,330162.0,748331.0,27553.16817029
582000,330462.0,748871.0,27422.779661580396
582300,330324.0,748596.5,27244.051570410254
582600,330264.0,748456.5,26965.735312419736
582900,330103.0,747838.75,27342.19770452027
583200,330125.0,747784.25,26724.036152980207
583500,330121.0,747693.25,26682.85807321966
583800,330103.0,747655.75,27097.551975110226
584100,330506.0,748403.25,26989.65068319002
584400,330826.0,748998.25,26539.70504160998
584700,330836.0,748928.75,27321.50301371009
585000,330968.0,749154.75,27110.742728030025
585300,331433.0,749938.5,27447.94694312993
585600,331866.0,750664.25,27667.93361537009
585900,331592.0,750140.75,27322.120088850483
586200,331514.0,749804.25,27217.801465899734
586500,331524.0,749701.75,27215.0801130902
586800,331576.0,750174.75,26667.57141641032
587100,331633.0,750619.5,26700.630738409964
587400,331563.0,750466.0,26771.784777779558
587700,331741.0,751039.5,26747.750468440347
588000,331257.0,750278.5,26681.682146990224
588300,331029.0,749698.5,27422.68871332961
588600,330803.0,749128.0,27375.31187313041
588900,330931.0,749686.0,27241.55304564969
589200,330747.0,748898.0,27377.5522637099
589500,331004.0,749300.75,27497.0494587396
589800,331365.0,750099.5,27437.008525990204
590100,331083.0,749793.0,27503.485727659736
590400,331191.0,749984.0,27155.39674363033
590700,331260.0,750026.75,27173.840181749805
591000,331352.0,750064.75,27244.441194679614
591300,331596.0,751397.5,27012.544418439757
591600,331758.0,753097.0,27120.81927614984
591900,331622.0,753121.0,27510.459707610364
592200,331336.0,752754.5,27129.9472208002
592500,331201.0,752482.5,27177.38925929997
592800,331474.0,753050.25,27418.063328280117
593100,331412.0,752942.75,27075.201299320524
593400,331800.0,753488.75,26961.077274110045
593700,331690.0,753164.25,27264.25299116019
594000,331738.0,753541.25,26812.757582739865
594300,332039.0,754816.0,26968.54830399986
594600,332247.0,755727.75,27735.365940320116
594900,331954.0,755094.25,27369.78171137981
595200,331816.0,754390.75,27530.735593150217
595500,331407.0,753640.0,27604.741557470068
595800,331195.0,753021.0,27420.70870385011
596100,330990.0,752625.25,27365.318035890054
596400,330978.0,752615.25,27624.91679023009
596700,330857.0,752527.5,27744.67130560007
597000,330386.0,751451.25,27745.87654407985
597300,330314.0,751403.25,27904.94022048033
597600,330594.0,751513.25,27653.54838476009
597900,330640.0,751846.75,27673.36357120044
598200,330468.0,751503.75,27694.141357249944
598500,330222.0,750786.25,27459.892073730287
598800,330091.0,750681.0,26909.274504289788
599100,329883.0,750187.0,27637.311098439823
599400,330101.0,750615.5,27738.607256839976
599700,330003.0,750315.0,28008.47836736956
600000,330082.0,750414.25,27778.68188249005
600300,330220.0,750614.75,27512.785460759736
600600,330029.0,750277.5,26898.079056040133
600900,330924.0,751926.75,27293.38710354034
601200,331620.0,753062.75,27124.74339583973
601500,331075.0,750860.0,26852.181575709816
601800,330748.0,749612.75,26670.0053412797
602100,328454.0,745978.25,26531.751964459567
602400,328208.0,744832.75,26243.47771719044
602700,328002.0,744010.25,26568.406185060187
603000,327666.0,743128.25,25971.68008804989
603300,327487.0,743142.0,25730.47062440003
603600,327137.0,741396.5,25747.302302930275
603900,327322.0,741639.25,25845.67664504988
604200,327597.0,742421.5,25937.75321881999
604500,328637.0,744747.5,26623.969286999967
604800,329532.0,747032.75,26480.17895475029
605100,329346.0,746532.25,25318.338313719974
605400,329192.0,745923.75,25553.558430570007
605700,327198.0,742479.25,25487.711221449925
606000,327088.0,742542.75,25075.430143099828
606300,326761.0,742179.5,25817.90044900003
606600,326746.0,742194.25,25526.844279539968
606900,326748.0,742364.75,25467.256120000256
607200,326681.0,742456.5,25234.06961719033
607500,326564.0,742630.75,24875.840698269934
607800,326524.0,743188.75,24844.953340149703
608100,326343.0,742832.0,25016.79243998961
608400,326071.0,742273.0,24693.82438665989
608700,326081.0,742164.5,24748.27134242986
609000,326459.0,742994.0,24943.499015939997
609300,326402.0,742639.25,24700.813669380303
609600,326322.0,742494.25,24504.79276758996
609900,326178.0,741870.25,24937.16563792006
610200,326156.0,741660.75,24588.746720419535
610500,326355.0,742134.0,24276.88289722989
610800,326375.0,742213.0,24374.572331369567
611100,326231.0,742253.0,24436.557853750222
611400,326049.0,741851.5,24226.78452903983
611700,325773.0,741286.5,24796.867148669928
612000,325505.0,740820.5,24244.759480700217
612300,325265.0,740436.5,24058.754649860075
612600,325185.0,740338.5,24288.749946070016
612900,325240.0,741397.75,23897.40007472092
613200,325597.0,742989.5,23594.06146292025
613500,325638.0,743480.25,24439.444424870435
613800,325878.0,743692.25,24381.70060885916
614100,326314.0,744328.25,23889.67730162971
614400,326527.0,744531.0,23657.484863489877
614700,325986.0,743624.25,23635.28606299978
615000,325908.0,743275.75,23567.89114149026
615300,325932.0,743406.75,24021.53455657973
615600,326097.0,744074.5,23671.32163091011
615900,326173.0,744460.5,23870.664627519745
616200,325838.0,743918.25,24096.171161779872
616500,325819.0,743630.0,23822.648388689744
616800,325620.0,743201.75,23770.86146023015
617100,325662.0,743274.25,24678.387549740037
617400,325505.0,742998.5,23956.307626389986
617700,325346.0,742633.25,23694.122959259705
618000,325264.0,742492.75,23873.762758190074
618300,325251.0,743058.0,23633.09888025053
618600,325380.0,744244.75,23602.769711600024
618900,325353.0,744577.5,24140.92066655977
619200,325286.0,744454.25,23758.91880047999
619500,325222.0,744259.25,23821.664552640374
619800,325039.0,743854.0,23917.39902005009
620100,325074.0,743919.25,23661.035230620117
620400,325226.0,744146.25,23987.652922489997
620700,325137.0,743936.5,24740.06028137011
621000,325048.0,743652.75,24382.23588572012
621300,324930.0,743440.25,24406.322693740323
621600,325090.0,743720.25,24136.6499860701
621900,325074.0,743663.25,23905.51996664018
622200,324949.0,743451.5,23920.712451299783
622500,324993.0,743533.5,24302.575186729595
622800,325035.0,743608.0,24261.40582636002
623100,325269.0,743928.5,24206.85358663045
623400,325013.0,743428.5,24238.25992337985
623700,324726.0,742880.25,24239.99252377015
624000,324716.0,742820.75,23966.714901669955
624300,324817.0,742873.5,24584.524702450075
624600,325017.0,742299.5,24340.273312119967
624900,325249.0,742449.5,24010.102445199533
625200,324967.0,741107.0,24079.392351870192
625500,325149.0,741334.5,24140.81768457979
625800,325315.0,740950.0,23965.480458780126
626100,325261.0,740305.5,24508.80718031976
626400,325887.0,741347.0,24227.552149750078
626700,326053.0,742015.5,24283.788565609928
627000,325722.0,741460.25,24655.56342667033
627300,325780.0,741053.75,24710.467331350213
627600,326132.0,741543.75,24671.18996566986
627900,326185.0,741844.5,25421.635796259805
628200,326533.0,742547.0,25022.886482749946
628500,327161.0,743840.0,24855.991809539843
628800,327490.0,744203.75,24659.24329235034
629100,327727.0,744617.5,24687.92777142011
629400,327773.0,744610.0,24705.26626168009
629700,327723.0,744525.5,25096.195927120378
630000,327738.0,744717.75,25018.5619077498
630300,327480.0,744186.25,24875.284318570357
630600,327714.0,744503.75,24807.192539580126
630900,327889.0,744852.0,24878.107030459443
631200,327722.0,744782.25,24893.793708390465
631500,327538.0,744418.25,25549.747353579896
631800,327553.0,744277.5,25185.095833579868
632100,326983.0,742776.5,25044.198300910022
632400,326988.0,743414.25,25119.737386189827
632700,326738.0,743557.75,24941.3144166501
633000,326663.0,743053.0,24902.2979498205
633300,326560.0,742921.25,25347.58396042022
633600,326440.0,742279.25,24938.54929276032
633900,326556.0,742597.75,24851.17810956002
634200,326340.0,742255.25,25245.40385231952
634500,326427.0,742532.5,25016.2994605098
634800,326362.0,742383.25,24729.489527500187
635100,326427.0,742590.0,25603.914613440054
635400,326638.0,742629.25,25534.602333090286
635700,326443.0,742297.0,25654.99963453999
636000,326587.0,742513.0,26045.98905405993
636300,326386.0,742339.25,25667.665459199547
636600,326544.0,742754.75,25235.540345579982
636900,326600.0,742767.75,25762.337144880014
637200,326709.0,742903.5,25458.784057349934
637500,326903.0,743532.0,25248.59921786995
637800,326763.0,743202.0,25611.828060239943
638100,326921.0,743432.5,25321.830116539968
638400,327042.0,743542.25,25344.075461820124
638700,327142.0,743793.25,26093.398757859803
639000,327855.0,745286.0,25858.790135480544
639300,328382.0,746092.25,25779.379724780167
639600,328359.0,746057.0,25842.133486350263
639900,328301.0,745864.5,25774.373676259787
640200,328009.0,745300.5,25497.796716179902
640500,327982.0,745225.25,25930.157265989736
640800,327784.0,744816.75,26087.92235054016
641100,328032.0,745328.75,25990.193627089546
641400,328008.0,745345.75,26093.22548049051
641700,327915.0,745116.0,26208.36799614001
642000,327835.0,745160.0,25997.170426769822
642300,327932.0,745274.75,26578.273195169688
642600,328013.0,745408.5,26153.456842570264
642900,327974.0,745422.25,26143.895644789933
643200,327759.0,745161.0,26146.15473492991
643500,327708.0,744985.75,26320.603583669785
643800,327862.0,745217.25,26516.83251601981
644100,327812.0,744924.75,26729.3737979002
644400,327907.0,745129.0,26340.42522996995
644700,328002.0,745460.25,26208.968124080013
645000,327955.0,745284.5,26116.065089100262
645300,327987.0,745465.5,26021.447102450093
645600,328130.0,745745.75,26062.855143449546
645900,328186.0,745756.75,26569.97937677993
646200,328346.0,746035.75,26884.841225069875
646500,328360.0,746022.25,26748.984036350284
646800,328619.0,746518.0,26611.56987915945
647100,328805.0,746815.5,26788.22394288008
647400,328974.0,747113.25,26894.66260876977
647700,328977.0,747114.5,26914.237254540087
648000,329020.0,747149.25,26521.855337060213
648300,329192.0,747495.25,26534.723554229982
648600,329504.0,748084.75,26740.293735889994
648900,329563.0,748103.0,27076.41488035009
649200,329308.0,747660.25,26738.852790669967
649500,329323.0,747634.5,27272.244351909954
649800,329426.0,747852.75,26903.28955464976
650100,329964.0,748807.25,27065.149024450297
650400,329641.0,748239.0,26944.89249192024
650700,329573.0,748162.0,27195.686393460437
651000,329322.0,747632.75,27523.33874242003
651300,329364.0,747703.25,27479.21181034985
651600,329352.0,747762.25,27093.952790640007
651900,329248.0,747535.25,26972.089092169783
652200,329492.0,747969.25,26829.241296319982
652500,329589.0,748138.0,26861.30997056003
652800,329659.0,748326.5,26755.007143429808
653100,329679.0,748571.5,27154.87896670016
653400,329662.0,748581.75,26843.9763187202
653700,330034.0,749480.75,27049.30444358988
654000,330349.0,751206.0,26988.26047222005
654300,330618.0,752354.75,27160.89885033012
654600,330483.0,751868.5,27221.30072690991
654900,330351.0,751263.5,27702.29247242018
655200,330311.0,751167.5,27354.794730659927
655500,330402.0,751283.75,27227.42349535969
655800,330297.0,751051.0,27259.902208509488
656100,330327.0,751062.5,27585.486135930423
656400,330401.0,751148.0,27472.13583984024
656700,330519.0,751266.0,28242.1276161805
657000,330510.0,751196.25,28176.197407329924
657300,331128.0,752120.25,28209.77822917997
657600,331892.0,753473.25,28468.733036339952
657900,332876.0,755235.25,28840.91827306984
658200,333269.0,755926.0,29326.36287953996
658500,333262.0,755920.75,29253.267798289744
658800,333058.0,755568.75,28535.489348039868
659100,333159.0,755741.5,27910.66711738013
659400,333489.0,756273.5,27474.689164510128
659700,333555.0,756404.0,27469.281208529967
660000,333198.0,755755.25,27750.330548879752
660300,333085.0,755563.5,28455.69408099989
660600,333498.0,756146.25,28694.694161219795
660900,333006.0,755284.25,28437.376696020136
661200,333601.0,756333.5,28407.01549985996
661500,334422.0,758058.25,29148.014109550106
661800,334767.0,760002.5,29276.989727769924
662100,334811.0,759662.5,29408.32152470078
662400,334859.0,759790.0,29377.97565302964
662700,334777.0,759601.0,29353.607937790177
663000,334784.0,759691.25,29239.87108309981
663300,334226.0,758715.25,29053.75017496992
663600,333849.0,758057.5,29165.595769920124
663900,333670.0,757747.75,29905.98065952009
664200,333634.0,757686.75,29237.94279295968
664500,333909.0,758121.5,28897.86352237995
664800,334267.0,758703.0,28828.12800702992
665100,333454.0,757412.25,28786.63690333005
665400,333110.0,756847.25,28610.178611970223
665700,332972.0,756434.25,28692.2906619001
666000,332671.0,755905.5,28402.42257610008
666300,332700.0,755966.25,28509.725395250214
666600,332277.0,755237.0,28484.01191932989
666900,332109.0,754953.0,28427.530474780226
667200,332084.0,754922.0,28248.19198552004
667500,332212.0,755136.0,28504.13971385994
667800,332579.0,755735.25,28183.287037219703
668100,332594.0,755772.0,27950.979234820006
668400,332449.0,755519.25,27781.487471040087
668700,332419.0,755463.75,27786.46986294009
669000,332053.0,754441.25,27684.202683349908
669300,331800.0,753744.5,27751.719355730336
669600,332043.0,754172.25,27613.843563509497
669900,332063.0,754129.25,27826.060218669947
670200,332210.0,754347.5,27732.79274491005
670500,332508.0,754576.0,27895.169079269912
670800,332728.0,753737.25,27742.65324064999
671100,332660.0,753609.25,28103.42439133992
671400,332476.0,753199.25,27683.25655118023
671700,332301.0,752214.0,27461.228118499686
672000,332218.0,751741.75,27386.465217640147
672300,332114.0,751653.75,27647.45522934973
672600,332037.0,751527.0,27866.042750970064
672900,331916.0,751355.25,28026.77638788005
673200,331898.0,751494.75,27480.72078567016
673500,331758.0,751203.75,27570.314374269965
673800,331403.0,750663.5,27470.242887299955
674100,331367.0,750599.5,27462.059122190112
674400,330954.0,749790.25,27077.88965075011
674700,330899.0,749712.0,27460.475228700063
675000,330892.0,749822.75,27140.551854449983
675300,330856.0,749710.75,27122.355661939702
675600,330886.0,749766.25,26922.036519140023
675900,330988.0,749996.75,27027.234683049923
676200,330953.0,750106.0,27337.801024890243
676500,331044.0,750389.25,27697.385077760027
676800,331127.0,750666.5,27273.858124710056
677100,331098.0,750622.75,27133.30030993005
677400,331072.0,750792.25,26910.114203899662
677700,331161.0,751072.0,26976.862921539923
678000,331301.0,751302.0,26684.82369299001
678300,331206.0,750969.25,27026.931008190237
678600,331514.0,751639.75,27300.834558229733
678900,331763.0,752120.5,27014.213413800106
679200,331944.0,753063.25,26811.65941603008
679500,331522.0,752196.75,26907.51784461013
679800,331048.0,751154.25,27016.42651605024
680100,330790.0,750787.75,26580.53599019985
680400,330560.0,750467.25,26186.455199950164
680700,330432.0,750161.25,26293.897376829456
681000,330177.0,749589.0,26172.81627843995
681300,329731.0,748602.5,26268.447661300357
681600,329609.0,748516.0,26340.78850347981
681900,329754.0,748430.75,26650.945640740163
682200,329743.0,748375.5,26553.713768930134
682500,329842.0,748543.75,26908.880218389804
682800,329762.0,748881.75,26734.215198350223
683100,329656.0,748669.25,26792.068379829983
683400,329604.0,749083.25,26568.842343970024
683700,329156.0,748337.25,26668.21811669002
684000,328840.0,747699.25,26600.85501674014
684300,328470.0,747116.75,26505.35588387964
684600,328474.0,747352.75,26391.189163429844
684900,328283.0,747148.5,26134.923622710045
685200,328054.0,746741.75,25855.10761488011
685500,327725.0,746080.0,26666.22039219979
685800,327498.0,745892.75,26216.02890602006
686100,327395.0,745358.5,26428.836684609712
686400,327286.0,745041.75,26159.156997820344
686700,327152.0,744899.25,25836.283096529954
687000,327046.0,744459.75,25585.85560107003
687300,328216.0,747199.25,26371.645557140124
687600,329325.0,748549.0,26375.19640592024
687900,329161.0,748342.5,25942.81819485972
688200,329024.0,748193.75,25652.56759882
688500,327215.0,744480.0,25621.58100480021
688800,326961.0,744311.5,25594.20007979081
689100,326777.0,744074.5,26540.11222278978
689400,326685.0,743241.5,26351.69261420009
689700,326847.0,743938.0,25901.02332108021
690000,326960.0,743872.75,25575.32195497995
690300,327187.0,744855.0,25215.909106980136
690600,327233.0,744772.5,25279.01676075949
690900,327794.0,745714.25,25906.017244830164
691200,328640.0,746731.75,25802.72227833004
691500,328598.0,746868.25,25252.72856163945
691800,328269.0,746543.0,25144.93193915015
692100,326012.0,742501.25,24782.499554069927
692400,325974.0,742349.75,24589.90480760012
692700,326043.0,742953.5,25320.53088007998
693000,326204.0,744200.25,25172.58218721998
693300,326370.0,744448.75,25002.01022875013
693600,326345.0,744367.0,25084.89894658985
693900,326186.0,744089.75,24855.92410546013
694200,325955.0,743886.0,25011.925600930503
694500,325566.0,743335.25,25137.810157520125
694800,325500.0,743187.75,25025.77790670008
695100,325398.0,742755.25,24953.85339986021
695400,325718.0,744281.25,25068.349640970475
695700,325764.0,744278.75,24841.715578269817
696000,325823.0,744292.0,24608.05376929992
696300,325611.0,743962.0,25245.5075359701
696600,325495.0,743675.0,25322.33679856964
696900,326091.0,744675.5,24760.481003129917
697200,326223.0,745494.5,25125.72056198017
697500,326531.0,747166.5,25201.578208950086
697800,326624.0,747919.25,25008.79590609028
698100,326585.0,748557.0,25493.26651886033
698400,326680.0,749019.25,24879.7235392002
698700,326680.0,748891.25,24943.159153400044
699000,326501.0,748498.0,24861.48534634006
699300,326200.0,747938.25,24651.33209998996
699600,326202.0,747940.75,24566.004162739897
699900,326167.0,747793.75,25327.26857843968
700200,326490.0,748314.0,25351.548654330025
700500,326495.0,748322.5,25189.88603150008
700800,326464.0,748230.25,25237.257800010146
701100,326173.0,747514.0,25252.09024171997
701400,326031.0,747138.5,25010.80555154003
701700,325773.0,746474.0,25297.727329060624
702000,325650.0,746214.75,25053.96076361966
702300,325630.0,745250.75,25084.63527354997
702600,325808.0,744010.25,25320.97593656036
702900,325918.0,744284.75,25157.57995330022
703200,325936.0,744193.25,25646.682641450338
703500,326162.0,744127.75,26294.86741138973
703800,326137.0,744800.0,25545.74050294983
704100,326197.0,745018.5,25232.859121100293
704400,325948.0,744872.75,25541.555654209867
704700,325830.0,743743.75,25408.367032009715
705000,325576.0,743005.25,25490.86355758977
705300,325260.0,742035.25,26198.07429996973
705600,325365.0,742009.0,25931.4462057196
705900,325607.0,742807.5,26115.233207879755
706200,325586.0,742473.75,26255.54769601007
706500,325083.0,741288.0,26463.426801879978
706800,324882.0,740684.25,26067.2614019307
707100,324939.0,741120.0,26964.02515785012
707400,324895.0,740878.0,26485.465949749883
707700,324976.0,741208.75,25993.230916270066
708000,324984.0,741431.75,26066.119108080136
708300,325092.0,741573.75,26294.81633591996
708600,325092.0,741948.75,26284.125197389967
708900,324913.0,741167.5,26507.72036114001
709200,324392.0,740177.75,26532.14331390008
709500,324516.0,740346.75,26370.06259907973
709800,324746.0,741336.25,26276.41458332045
710100,324650.0,740539.25,26136.50874435987
710400,324432.0,739828.75,26290.02474994009
710700,324607.0,740889.0,27078.943053250307
711000,324847.0,741070.5,26593.214760630304
711300,325484.0,742432.25,26933.282650280435
711600,325924.0,743248.25,27031.556055309524
711900,326792.0,744983.25,27181.61699050006
712200,326772.0,745491.25,27131.667590530236
712500,326328.0,742906.25,27086.780303450105
712800,325902.0,742996.75,26889.647719709843
713100,326167.0,744050.5,26594.813423509724
713400,326324.0,744572.25,27021.745515310395
713700,326792.0,745390.25,27020.31875369041
714000,327499.0,746498.5,27619.726767000084
714300,327838.0,748270.75,28339.30713827937
714600,328425.0,748839.0,27848.946900519928
714900,328912.0,749649.25,27699.475277209687
715200,328982.0,749565.75,27460.39551889029
715500,328997.0,749635.0,27604.84106811012
715800,328414.0,748448.75,27735.844487820275
716100,328427.0,748473.5,28115.30197062016
716400,328425.0,748393.0,27790.430083159656
716700,328393.0,747072.0,27908.692933269896
717000,328232.0,746770.25,28011.23981747988
717300,328381.0,746984.0,28357.31184087016
717600,328666.0,747455.5,28029.64613241989
717900,328292.0,746800.0,28457.011319249654
718200,328204.0,746565.0,27833.257153169827
718500,327860.0,745841.0,27857.116686539848
718800,327654.0,745437.5,27738.03472575012
719100,327712.0,745744.0,27862.305521030343
719400,327675.0,745425.25,27745.03413505028
719700,327470.0,745064.5,28252.59980940993
720000,327484.0,745048.0,27866.405078760083
720300,327453.0,744994.75,27907.102770870617
720600,327559.0,745090.25,28275.83923049029
720900,327815.0,745197.25,28297.821535969557
721200,327803.0,745143.75,28108.205397330275
721500,327670.0,745497.25,28746.664659130136
721800,328053.0,746255.5,28500.845131219918
722100,328237.0,746620.5,27920.319390559293
722400,328454.0,747252.5,28298.33537002029
722700,328259.0,746069.25,28075.02159557017
723000,328074.0,746290.5,28013.557081350176
723300,328004.0,746007.0,28394.24769905985
723600,327705.0,745857.75,28330.87155644009
723900,327535.0,745059.25,28234.82742284032
724200,327651.0,744585.25,28732.722914270373
724500,327944.0,746400.0,28674.23965010956
724800,328001.0,747299.75,28191.163180789343
725100,328278.0,748536.75,29052.49071443054
725400,328781.0,749433.5,28697.087655730367
725700,328928.0,749232.75,28353.861336249644
726000,328892.0,748081.5,28221.30626621069
726300,328857.0,747687.25,27995.71756042011
726600,328793.0,747823.5,27884.427152859796
726900,328720.0,747861.75,28501.86652201029
727200,328568.0,747428.75,28353.67939488969
727500,328493.0,747419.5,28238.48427375996
727800,328671.0,747940.0,28183.137395449696
728100,328508.0,747354.75,28328.834725169658
728400,328494.0,747663.25,28272.159698440173
728700,328953.0,748041.5,28800.089658189907
729000,328887.0,747970.0,28465.856247430347
729300,328286.0,746379.25,28190.480717509552
729600,328155.0,746013.25,28545.754190720087
729900,328365.0,747007.75,28041.464806180364
730200,328760.0,748116.0,27708.31015213029
730500,329108.0,749478.0,28103.93313643976
730800,329850.0,751411.5,27735.22105054006
731100,330153.0,752041.25,27795.000146160004
731400,330957.0,753278.25,28020.48658958005
731700,330890.0,752026.0,27868.14285611973
732000,330683.0,751148.25,27751.4087695599
732300,330679.0,750934.25,28369.6893260699
732600,331432.0,752629.0,28666.978238989723
732900,331521.0,753744.75,28291.12183119007
733200,331682.0,754359.5,28338.965222079787
733500,332651.0,756683.25,28446.53049507991
733800,332875.0,756987.25,28286.76328064991
734100,332806.0,756854.5,28285.098344599726
734400,331826.0,754592.5,28044.539308070136
734700,331653.0,754284.75,28294.325567140168
735000,331808.0,754815.25,28760.938817380025
735300,331317.0,754171.0,28595.871260180003
735600,330987.0,752051.5,28619.673203130424
735900,330901.0,751573.0,29424.460509429664
736200,331556.0,752138.25,29063.823492319607
736500,332297.0,753651.0,28787.237182459907
736800,332145.0,753770.0,28666.547033249943
737100,332040.0,754140.25,28508.29965917995
737400,331767.0,754080.5,28232.60699832037
737700,331937.0,754837.0,28190.721460120167
738000,332386.0,756120.5,28129.54709365986
738300,332346.0,757048.5,27933.383858130008
738600,332275.0,756582.25,28163.21711980967
738900,332237.0,757092.75,28305.746296090183
739200,331977.0,756419.75,28100.54992701019
739500,331715.0,755598.75,28580.989311029836
739800,332069.0,756096.25,28531.85862420048
740100,331693.0,755399.25,28683.949888430157
740400,331165.0,754604.25,28704.93529297998
740700,331263.0,754862.75,28465.12580428015
741000,330906.0,754369.0,28629.33564966974
741300,330475.0,753031.75,29192.085102580266
741600,330207.0,751667.75,29098.59128906975
741900,330409.0,751313.75,28840.12530780984
742200,330517.0,750404.75,28736.83911052997
742500,330651.0,750244.25,28915.979447240057
742800,331076.0,750292.0,28652.52840108985
743100,331291.0,750290.25,29678.226726099907
743400,331879.0,751291.25,29357.10992915005
743700,332852.0,753361.0,29419.57662627024
744000,333254.0,754465.0,29698.28552644998
744300,333551.0,755486.75,29980.855346099528
744600,334137.0,756887.25,29912.89742869062
744900,333917.0,756448.25,30315.625776060195
745200,333354.0,755550.0,29919.6534621998
745500,333330.0,756002.0,29377.869292709893
745800,333497.0,756460.25,29616.674198510103
746100,333542.0,756989.0,29161.79620865021
746400,333437.0,756660.25,28838.23266321013
746700,333236.0,756480.5,29491.66462687952
747000,333973.0,757924.25,29030.628366949502
747300,333909.0,757704.25,29180.07508027986
747600,333619.0,756937.75,29208.88478027949
747900,332899.0,755752.75,28960.9667984998
748200,332788.0,755324.5,28968.279750860187
748500,333374.0,756187.0,29425.66706249987
748800,334359.0,757832.75,29615.2059783403
749100,334475.0,757827.75,29689.203451470472
749400,334517.0,758282.25,29913.1035838096
749700,334468.0,758238.5,29910.52590814992
750000,334621.0,758367.25,29533.9917266496
750300,334642.0,758411.0,30190.107840059714
750600,334268.0,757803.5,29491.210858639915
750900,334395.0,757893.75,29432.123536520183
751200,334239.0,757773.75,29372.717873300164
751500,333294.0,756115.0,29119.78315883984
751800,332985.0,755523.25,29377.17114758957
752100,332951.0,754958.75,29844.349029629888
752400,332824.0,754825.5,29648.460082940368
752700,332870.0,754939.0,29571.89775692044
753000,332803.0,754572.75,29145.758735959967
753300,332524.0,753912.5,28722.00197906016
753600,332451.0,754122.75,28541.544679180104
753900,332343.0,753842.75,29469.86021845986
754200,332863.0,754670.75,29185.336733429947
754500,333292.0,755648.5,29199.53632721001
754800,333600.0,756410.0,29451.57675269001
755100,333484.0,755493.0,29170.35351272021
755400,333628.0,756116.5,28925.602552379805
755700,333836.0,756180.5,28737.753061729665
756000,333146.0,754596.0,28273.823147849536
756300,333189.0,754588.25,28302.46486395025
756600,333592.0,755172.5,28435.68813309011
756900,333647.0,755307.75,28364.82237244999
757200,333175.0,754433.75,28102.30572908967
757500,333036.0,754437.5,28803.714188550064
757800,332756.0,753768.5,28304.390736169764
758100,332794.0,753785.0,27870.0677349599
758400,332615.0,753479.75,27799.53178365972
758700,332685.0,753577.25,27699.07494924029
759000,332651.0,753570.75,27556.79431010993
759300,333191.0,754791.75,28049.399194360307
759600,333294.0,755019.0,28100.619091629906
759900,333256.0,754880.0,28036.305584239824
760200,332997.0,754381.75,27784.15751908034
760500,332989.0,754362.75,27400.78919569962
760800,332579.0,753645.25,27107.80342455001
761100,331886.0,752429.5,27651.616255020053
761400,331874.0,752407.5,27294.870923679777
761700,332455.0,753424.25,27184.475284520147
762000,332593.0,753200.75,27138.98211895935
762300,332673.0,753631.75,26935.896886630067
762600,332568.0,753493.0,26564.59402364036
762900,332626.0,753605.5,27129.45307834999
763200,332918.0,754122.5,26898.7099399498
763500,332970.0,754176.5,27135.570741839954
763800,333241.0,754774.75,27229.64333893011
764100,333291.0,754904.25,26996.058741810124
764400,334351.0,756709.25,26980.862266850258
764700,334931.0,758267.25,27714.87248822039
765000,335069.0,757806.75,27224.60012890041
765300,335517.0,759140.75,26896.456082110188
765600,335698.0,760173.5,27149.630311070145
765900,335027.0,760000.25,27195.577720130143
766200,335044.0,760776.0,27247.50909897009
766500,335329.0,760517.75,27831.772018070093
766800,335967.0,761804.25,27877.50198126014
767100,336387.0,762411.25,27863.401093379704
767400,336486.0,762548.5,27690.107732919416
767700,336500.0,763080.0,27633.87242369013
768000,336254.0,763458.5,27888.750333110194
768300,335468.0,762584.0,28763.49549718959
768600,335582.0,762482.5,28731.61438124065
768900,336010.0,763061.5,28260.78933212963
769200,335921.0,762903.75,28227.32160282989
769500,335601.0,762437.75,28339.498700600183
769800,335253.0,761704.75,28743.59465909046
770100,334083.0,759575.25,28892.938395699824
770400,333887.0,759227.25,28162.239112920077
770700,332885.0,757467.75,28134.605927479384
771000,332901.0,757410.75,27712.48595292012
771300,332308.0,755619.0,26761.395144199923
771600,332197.0,754625.75,26619.093573499576
771900,332066.0,754649.5,27273.579852480478
772200,331526.0,753835.5,26844.60942996045
772500,331660.0,754386.0,26740.77021051017
