timestamp,cpu allocated,mem allocated (gb),avg cpu utilization (cores)
21600,323425.0,744229.5,25262.69798679029
21900,323362.0,743993.25,25057.65334651983
22200,323533.0,744249.5,25486.873818700016
22500,323617.0,744380.5,26028.53275952982
22800,324408.0,745762.75,26276.134789759784
23100,324479.0,745880.0,27123.323849320223
23400,325212.0,747159.75,26715.0365751501
23700,325422.0,747530.25,26129.18277924009
24000,325363.0,747424.0,26103.23978900996
24300,324807.0,746450.0,25910.68185138983
24600,325139.0,747535.0,25962.859255620024
24900,324939.0,747055.0,26104.001104099687
25200,324897.0,746893.5,25814.623509529847
25500,325034.0,747130.25,25954.596179330205
25800,325221.0,747919.5,26252.22635706955
26100,325476.0,749242.75,25800.83240101984
26400,325328.0,749696.75,25895.797665629987
26700,325100.0,749179.75,26805.51850646988
27000,325067.0,749134.0,26334.04338228982
27300,324524.0,748141.75,25916.711930869948
27600,324421.0,747625.5,26303.19394186022
27900,324444.0,747528.75,26049.29257679005
28200,324565.0,747567.5,25759.05698078005
28500,324371.0,747183.0,26198.184107660043
28800,324346.0,747007.25,25971.14091144032
29100,324413.0,746913.5,25912.652668570183
29400,324449.0,746843.5,26464.669026170104
29700,324304.0,746502.75,26265.407911449955
30000,324142.0,746135.25,26046.17563571994
30300,323147.0,743508.0,26329.84229036989
30600,323001.0,742831.5,25671.124315719568
30900,323050.0,742667.25,25050.84471318001
31200,322809.0,741367.5,25257.64128773953
31500,322592.0,741160.75,25399.517625110308
31800,322623.0,741005.0,25223.64430554984
32100,322505.0,740805.5,25591.33509139973
32400,322421.0,740950.5,25282.77093594973
32700,321980.0,739962.75,25170.49039574978
33000,321999.0,740245.0,24981.090682639915
33300,321928.0,739917.75,24855.944645199863
33600,321901.0,740041.5,24666.742222090183
33900,321973.0,739872.5,25534.06365529009
34200,322384.0,740541.75,25735.285968750057
34500,322715.0,741535.0,25262.17818350986
34800,322655.0,741095.0,25503.503569449946
35100,322996.0,741546.75,25672.362948460446
35400,323365.0,742443.5,26085.08705446008
35700,323350.0,742122.25,26232.34829053992
36000,323378.0,742096.25,25927.480546949977
36300,323827.0,743056.0,26101.362853490107
36600,323796.0,743137.75,26001.88541938003
36900,323780.0,742990.75,25612.679075419845
37200,323891.0,743274.0,25418.958511190147
37500,324025.0,744006.5,26228.98836499965
37800,323848.0,743232.75,25719.99648293021
38100,323771.0,743230.0,25759.057226429937
38400,323361.0,742262.5,26079.05770768972
38700,323277.0,742118.5,26117.8521131802
39000,323547.0,742618.0,25708.17071055024
39300,323536.0,742165.75,25670.965932810148
39600,323619.0,742270.0,25215.632534390483
39900,323665.0,742391.5,25330.6654128302
40200,323692.0,742391.75,25454.392101290134
40500,323994.0,742837.25,25134.941231379977
40800,323963.0,742797.0,24960.160998540487
41100,323645.0,742209.0,25569.007975079992
41400,323875.0,742563.5,25705.11894318007
41700,323873.0,742551.0,25520.39275370043
42000,323793.0,742410.0,25477.871792000216
42300,323906.0,742596.75,25555.659323540018
42600,323881.0,742553.0,25559.61223855021
42900,323878.0,742550.75,25787.45828287016
43200,324041.0,743596.0,25474.72794508008
43500,324321.0,744887.0,25619.912433449983
43800,324334.0,745045.75,25893.279533409863
44100,324339.0,745019.5,25431.240560519986
44400,324570.0,745433.75,25597.355247919702
44700,324558.0,745332.75,26048.896603909947
45000,324761.0,745688.0,25909.145270439752
45300,325223.0,746530.5,25631.01797956957
45600,325294.0,746563.75,25768.882433280367
45900,325185.0,746288.0,25532.904213230155
46200,325059.0,745900.5,25725.5319606902
46500,324585.0,745024.0,26042.56888093949
46800,324564.0,744948.25,25825.47262167968
47100,324369.0,744480.0,25573.7896841898
47400,324330.0,744256.75,25611.73832509028
47700,324370.0,743991.75,25497.586892560063
48000,324107.0,743392.5,25343.4803884102
48300,324030.0,743294.75,25785.26242768031
48600,324092.0,743145.25,25525.662805530144
48900,324164.0,743309.25,25583.615969550217
49200,324185.0,743385.0,25776.82834168971
49500,324262.0,743477.75,25688.30223397016
49800,324190.0,743157.75,25669.533189959624
50100,324157.0,743067.0,26386.12226918999
50400,323992.0,742700.25,25839.33239787988
50700,323982.0,742688.75,25794.3988759402
51000,324041.0,742794.0,25907.229987610044
51300,324088.0,742913.25,25608.32743475983
51600,324223.0,743199.5,25388.745226580308
51900,324445.0,744128.0,26621.88131873012
52200,324504.0,743577.25,26153.560706450164
52500,324670.0,744486.75,25991.034665339623
52800,325006.0,744902.75,26766.984063070056
53100,325305.0,745380.0,26837.681200930525
53400,326842.0,748056.75,27233.18604924004
53700,327102.0,748507.75,27598.683651269777
54000,327128.0,748342.25,27593.89183461988
54300,327365.0,748892.0,27625.62981183999
54600,327418.0,748946.75,27018.94323121996
54900,327399.0,748838.5,26926.32761840005
55200,327320.0,748746.25,26780.567911089693
55500,327254.0,748584.75,27658.595978780024
55800,327702.0,749534.75,27246.314649890184
56100,328086.0,750289.75,26619.62200511052
56400,328222.0,750541.75,26810.44953331994
56700,328119.0,750205.5,26497.20148384994
57000,327663.0,749293.5,26373.778244520134
57300,327009.0,748148.0,26766.35976003968
57600,326976.0,748035.25,26873.62252097028
57900,326411.0,747040.5,27290.049573080032
58200,325733.0,745847.0,27548.003964260253
58500,325648.0,745696.25,27349.86110918996
58800,325670.0,745729.75,27151.06342158007
59100,325638.0,745701.75,28037.643561420115
59400,325691.0,745792.5,27499.642577769573
59700,325819.0,745995.5,27341.044843089952
60000,325989.0,746298.0,27542.03797084015
60300,326176.0,746621.25,27318.424052670263
60600,326266.0,746781.75,27045.38182330982
60900,326168.0,746618.25,27304.268716189632
61200,325964.0,746263.25,27116.93930092974
61500,325957.0,746249.0,27180.25187071993
61800,325807.0,745849.5,27508.080243270244
62100,325759.0,745762.5,27089.317574369743
62400,325788.0,745813.25,26530.40473408995
62700,325690.0,745640.75,27616.6586224702
63000,325748.0,745735.25,27803.468413830087
63300,325820.0,745820.25,27463.34248935977
63600,325930.0,746012.75,27450.76434596972
63900,325919.0,745991.5,27114.1147685604
64200,325938.0,745944.75,26977.8531628398
64500,325745.0,745487.0,27043.89958010007
64800,325538.0,745117.75,26746.42669147013
65100,325639.0,745294.5,26703.981527860105
65400,325622.0,745275.75,27155.64894404951
65700,325611.0,745536.5,26844.601216409865
66000,325513.0,743342.0,26333.9944176003
66300,325722.0,744293.75,26956.1549481104
66600,326352.0,745649.25,26767.577099009963
66900,326954.0,747241.75,26585.207471869668
67200,327444.0,748856.25,26758.31065737957
67500,327397.0,748655.0,26987.063484419705
67800,327314.0,748900.75,26873.04858663908
68100,327550.0,749302.75,27258.65018164
68400,327525.0,749047.0,26927.45072898987
68700,327533.0,748988.0,26619.231289739902
69000,327379.0,749106.5,26941.09042084999
69300,327425.0,749308.0,26947.90599937993
69600,327419.0,749424.5,26641.422553219538
69900,327194.0,749118.75,27304.160687269607
70200,327039.0,748813.5,26853.9192471902
70500,327132.0,749351.25,26638.26963071985
70800,327159.0,749353.5,26800.98124404977
71100,327113.0,749222.0,26859.750294239828
71400,327479.0,749943.5,26830.416376200046
71700,327844.0,750588.25,27129.75661066988
72000,327916.0,750802.25,26825.997506830143
72300,327843.0,750297.5,26751.180943229578
72600,327890.0,750246.75,27015.09086113992
72900,328022.0,750473.75,27061.626514499843
73200,327944.0,750206.25,27177.72132670984
73500,327875.0,750217.5,27728.389076119947
73800,328232.0,750804.25,27512.78627931008
74100,328445.0,751177.0,27573.371620679995
74400,328321.0,750869.0,27511.83032047973
74700,328178.0,750618.75,26653.175585600267
75000,328229.0,750585.0,27032.10175406977
75300,327981.0,750067.0,27239.465410610323
75600,327834.0,749681.75,26692.65384186984
75900,327915.0,749831.5,26629.59570349005
76200,327528.0,749034.25,26773.205477320287
76500,327503.0,748959.5,26616.583595789867
76800,327444.0,748725.25,26813.659596899968
77100,327381.0,748611.0,27955.2583779498
77400,327468.0,748760.25,27943.856925650347
77700,327851.0,749374.5,27741.712529620425
78000,327608.0,748948.25,27363.94611014024
78300,327498.0,748768.75,27076.377467539834
78600,327350.0,748678.75,26791.60275227018
78900,327377.0,748719.0,27144.135617870365
79200,327407.0,748771.5,26917.69334076
79500,327382.0,748732.75,26993.213583339864
79800,327515.0,748967.5,27226.590867050487
80100,327169.0,748367.0,26527.317856760263
80400,327033.0,748133.0,26103.466430570363
80700,326901.0,747902.0,27203.05833089008
81000,328023.0,749860.5,27061.46380200034
81300,330178.0,753632.75,27143.989169330336
81600,330892.0,754980.25,27582.722769719843
81900,330833.0,754840.0,27673.833037650125
82200,330657.0,754529.0,27768.922618040506
82500,330573.0,754378.0,28102.00562885967
82800,330237.0,753833.0,27495.93447952961
83100,330073.0,753544.0,27217.22664031009
83400,329896.0,753224.25,27462.63399917021
83700,329747.0,752964.5,27345.184892680045
84000,327942.0,749817.75,26364.80074471999
84300,326330.0,746960.75,26400.75777868968
84600,325114.0,744832.75,26069.16888166001
84900,324539.0,743954.5,25865.05392830001
85200,324402.0,743879.75,25820.14098163989
85500,324372.0,743863.25,25811.534625140022
85800,324460.0,744059.25,25412.721001399528
86100,324168.0,743504.25,25639.021452519803
86400,324154.0,743482.75,25509.8335027999
86700,324241.0,743805.0,25105.01499439016
87000,324341.0,744232.0,25043.56118673976
87300,324384.0,744891.25,24987.669552019805
87600,324498.0,746392.75,25259.95126287023
87900,324472.0,746815.25,25981.32919093021
88200,324942.0,748350.75,25894.805820149868
88500,325056.0,748512.25,25877.918027799777
88800,324886.0,747501.75,25594.989219439725
89100,324864.0,747379.25,25216.58816898026
89400,324849.0,747268.0,25266.012999739964
89700,324635.0,746849.5,25703.53908589973
90000,324466.0,746545.75,25418.096971139938
90300,324407.0,746440.5,25170.695874790024
90600,324290.0,746201.75,25283.391428470168
90900,323962.0,745547.75,25201.355526380044
91200,323820.0,745255.25,24867.3677935498
91500,323754.0,745133.75,25567.80105326016
91800,324122.0,745735.75,25499.15634363032
92100,324192.0,745778.25,25161.729714450696
92400,324115.0,745520.5,25446.607179580045
92700,324217.0,745700.0,25149.02880362038
93000,324130.0,745547.75,24925.111277310472
93300,324065.0,745434.0,25443.68256534996
93600,323860.0,745035.25,25052.795896420048
93900,323494.0,744398.75,24764.27364340994
94200,323261.0,743990.0,25136.430246349777
94500,323120.0,743745.25,25149.33277723984
94800,323261.0,743821.0,24676.80720102981
95100,323110.0,743472.75,25775.03222864992
95400,323542.0,744181.75,25603.00260680041
95700,323670.0,744352.75,25293.85078834015
96000,323781.0,745511.0,25241.88145120999
96300,324150.0,746587.75,25047.83040067008
96600,324003.0,746211.5,24770.000803600466
96900,323694.0,745581.75,25048.823108060067
97200,323182.0,743755.75,24886.88818197024
97500,323300.0,743834.25,24734.413061720046
97800,323085.0,743289.0,24934.64029138002
98100,322890.0,742573.75,24482.051989680065
98400,322445.0,741374.0,24044.492017580065
98700,322389.0,741158.0,24903.185214240275
99000,322465.0,742002.0,24959.36293514965
99300,322568.0,742098.25,24865.954645749487
99600,322496.0,741712.25,24843.502198800044
99900,322650.0,741890.75,24980.38733573996
100200,322706.0,741989.75,25122.91535342994
100500,322834.0,742217.75,25494.55852285996
100800,322726.0,741521.75,24898.938904360177
101100,322506.0,741174.75,24879.646995850428
101400,322134.0,740270.75,25016.530409070463
101700,321893.0,739850.0,25040.61369006994
102000,321821.0,740100.0,24828.089095629508
102300,321874.0,739728.75,25446.64478187976
102600,322269.0,740419.0,25175.66957206929
102900,322249.0,740400.0,24947.531331799582
103200,322206.0,740364.75,25064.370920630296
103500,322439.0,740481.5,25051.21319860008
103800,322124.0,739980.25,24911.33967972012
104100,322143.0,740019.5,25310.22266305034
104400,321934.0,739699.75,25571.396045899648
104700,321991.0,739755.5,25307.362115290027
105000,321770.0,739445.75,25507.058544310003
105300,321647.0,739354.5,25262.846190700377
105600,321391.0,738734.5,25415.16895552004
105900,321816.0,739529.75,26065.768431840337
106200,321774.0,739504.25,25565.98455159991
106500,321798.0,739423.25,25380.56806023032
106800,322252.0,740501.75,25631.083948389623
107100,322944.0,741661.75,25610.495248829982
107400,323109.0,742033.5,25315.31287261021
107700,322931.0,741469.0,25663.46406004004
108000,322969.0,742003.5,25680.212621410054
108300,323139.0,743231.0,25497.20377489992
108600,323051.0,743070.0,25473.414869879733
108900,323186.0,742963.25,25834.52068268022
109200,323509.0,743280.5,25475.64482045989
109500,324005.0,744439.5,26136.83702621016
109800,324251.0,744370.0,26156.076514699915
110100,324143.0,744014.0,26038.878584269944
110400,324052.0,743898.75,25780.6373413502
110700,323835.0,743435.0,25583.363853639978
111000,323690.0,743176.25,25542.479973930247
111300,323729.0,743199.5,25947.531401829805
111600,323615.0,742993.0,26217.38434742988
111900,323703.0,743268.0,25897.48243529992
112200,323271.0,742300.0,25680.172540579417
112500,323511.0,742598.0,25641.248528389864
112800,323743.0,742924.0,25594.871025560235
113100,323822.0,743228.25,26366.35940891024
113400,323800.0,743444.75,26076.636757099765
113700,323516.0,742479.75,25679.413849609908
114000,323507.0,742393.0,25634.80127179045
114300,322927.0,741418.0,25429.681590379823
114600,322974.0,741499.25,25582.26798276001
114900,323081.0,741639.5,25928.99478790029
115200,323094.0,741660.25,25686.423779929697
115500,323246.0,741924.5,25935.83864838997
115800,323356.0,742324.0,26375.07203839968
116100,323496.0,742866.0,26275.880563819755
116400,323521.0,743034.75,25847.899299720004
116700,322911.0,741937.25,26253.63605061953
117000,323109.0,742156.75,26265.98590393979
117300,323604.0,742973.0,25939.291140460035
117600,323841.0,743135.75,26385.43561370029
117900,323918.0,743195.5,26044.740172090005
118200,324097.0,743466.75,25972.24707066003
118500,323946.0,743209.5,26333.283276460148
118800,323959.0,743230.25,26313.614670430063
119100,324034.0,743325.5,26137.98525428996
119400,324145.0,743520.75,26422.69181463012
119700,324156.0,743495.0,26338.507960269984
120000,324175.0,743780.25,26109.913466800124
120300,324103.0,743797.25,26786.607410829794
120600,324204.0,743884.0,26409.94780790008
120900,324103.0,744246.25,26663.51298057012
121200,324049.0,744147.75,26699.274904580485
121500,324038.0,744083.5,26544.41905314027
121800,324125.0,744217.75,26406.62795165017
122100,324221.0,744341.75,26690.322935270244
122400,324247.0,744389.25,26578.23494646994
122700,324247.0,744338.25,26728.77479693007
123000,324174.0,744170.5,26820.603046330063
123300,324073.0,743623.75,26675.35711158049
123600,324076.0,743712.0,26652.186253340227
123900,324222.0,744004.5,27404.874081239526
124200,324158.0,743514.5,27072.26511964016
124500,324198.0,743798.5,27004.079613140257
124800,324343.0,744018.25,26746.339696999763
125100,324375.0,743865.25,26488.43194451
125400,324351.0,743827.25,26525.167204190097
125700,324431.0,743965.25,26950.764167780133
126000,324403.0,743881.25,26597.85803855965
126300,324487.0,744060.75,26497.977064310475
126600,324404.0,743923.5,26461.558340029816
126900,324513.0,744320.25,26336.095844099927
127200,324557.0,744269.25,26520.223038080283
127500,324785.0,745459.25,26985.15988336977
127800,325067.0,747091.25,26707.10708310012
128100,325356.0,747682.0,27120.47235677001
128400,325417.0,747701.75,27166.72133066995
128700,325601.0,747888.75,27074.0463567802
129000,325955.0,748502.25,26980.451637899863
129300,325881.0,748380.75,27132.39932620982
129600,325940.0,748490.0,27000.594069810257
129900,326444.0,749248.0,26977.65441449993
130200,326469.0,749243.75,27404.133052939927
130500,326478.0,749259.5,27568.426267630457
130800,326447.0,749162.25,27629.914163959755
131100,326544.0,749279.0,27801.623565260245
131400,327037.0,750136.75,27435.7161293201
131700,327188.0,750363.0,27338.906253460096
132000,327219.0,750372.25,27650.644608789604
132300,327245.0,750422.75,27387.022676479548
132600,327321.0,750514.75,27455.073839740475
132900,327400.0,750657.0,27977.632150100533
133200,327552.0,750141.0,27445.958252199864
133500,327452.0,749717.0,27496.71654496973
133800,327314.0,749263.5,27254.099735220432
134100,327243.0,749132.25,27229.558382129973
134400,327290.0,749212.5,27500.60305652004
134700,327334.0,749295.0,27920.917882000103
135000,327300.0,749222.0,27974.563373199475
135300,327393.0,749296.25,27961.608382700084
135600,327452.0,749270.0,27763.375193829987
135900,327319.0,749120.75,27409.68756444969
136200,327270.0,748866.0,27407.465729439817
136500,327370.0,748997.0,27468.799549730025
136800,327506.0,749274.0,27287.717736249662
137100,327448.0,749428.5,27815.55429685041
137400,327347.0,749001.75,27896.149985339813
137700,327313.0,748959.25,27537.396935650253
138000,327290.0,748894.0,27569.48811107998
138300,327440.0,749038.5,29099.963853640285
138600,327773.0,749503.25,28863.802710259777
138900,328727.0,751552.75,28827.852274839977
139200,328725.0,751303.25,28704.420535380148
139500,328677.0,751383.25,28592.30256462969
139800,329002.0,751817.0,28834.5105019499
140100,329102.0,752157.0,28968.49066792973
140400,329109.0,752292.25,28643.129497680253
140700,329167.0,752456.75,28920.360179970136
141000,329113.0,752187.25,28158.35830367985
141300,329043.0,752301.75,27700.63789183013
141600,329001.0,751967.25,27571.630104739805
141900,328842.0,751728.0,28622.142203390013
142200,328964.0,752011.0,28917.65066309997
142500,329519.0,752857.25,28772.63998054986
142800,329355.0,752503.25,28369.71844610001
143100,328988.0,752046.0,28073.79910539986
143400,328949.0,751649.75,28629.84594780013
143700,328424.0,750644.0,28894.48699035042
144000,328140.0,750145.0,28759.36204541061
144300,328002.0,750027.5,28795.48621919052
144600,327876.0,750069.0,28692.07876263013
144900,327874.0,749980.5,28662.360431570767
145200,327815.0,749794.25,28474.98769655984
145500,327735.0,749611.25,29452.811964410022
145800,327768.0,749663.0,29164.17430097
146100,327783.0,749852.25,29269.859215739605
146400,327998.0,750178.5,29333.61883362953
146700,328159.0,750585.25,29184.48572086005
147000,328149.0,750651.75,28817.225569909868
147300,328112.0,750630.0,28802.62219000989
147600,328069.0,750439.75,28579.149199289925
147900,328161.0,750614.75,28578.39402231033
148200,328108.0,750520.0,28283.861986439875
148500,327829.0,749988.75,28447.06565918997
148800,327950.0,750242.5,28437.13579570029
149100,328013.0,750354.75,29039.67488699032
149400,328202.0,750565.5,28542.496105620023
149700,328564.0,751177.0,28199.840159260475
150000,328476.0,751024.0,28067.232630130547
150300,328278.0,750673.5,27886.36455219988
150600,328344.0,750788.0,27871.1815118298
150900,328380.0,750891.0,27924.455376029862
151200,328335.0,750946.25,27485.46488727004
151500,328264.0,750577.0,28068.50128936992
151800,328166.0,750449.5,28102.17837787013
152100,328483.0,750960.75,27801.405059839937
152400,328551.0,751158.75,27618.87554166013
152700,328403.0,750900.75,28204.75447104025
153000,328893.0,751722.25,28201.126714470192
153300,328936.0,751850.5,28282.34875120004
153600,329015.0,752078.75,27958.61459508976
153900,329029.0,752113.25,27896.17944357006
154200,329092.0,752228.5,27665.05175281952
154500,328977.0,752030.25,27819.784740439976
154800,328562.0,751302.0,27441.60188102996
155100,328487.0,751167.75,27351.83520716976
155400,328353.0,750883.25,27364.63743154001
155700,328266.0,750725.0,27327.7694617705
156000,328244.0,750681.5,27388.1065433297
156300,328129.0,750474.25,28124.679931680334
156600,328256.0,750695.5,27482.077410580405
156900,327906.0,750130.0,27495.055940460228
157200,328084.0,750456.5,27280.05824074054
157500,328170.0,750610.0,27362.82678112025
157800,328129.0,750535.75,27448.20326289017
158100,328375.0,750922.25,27651.2470259805
158400,328242.0,750979.0,27369.651316829902
158700,328186.0,750924.0,27317.606296310216
159000,328462.0,751431.5,27333.23898603956
159300,328405.0,751160.25,27518.60134702948
159600,328556.0,751365.5,27450.31904187992
159900,328354.0,751011.0,28222.18685397989
160200,328794.0,751790.0,28056.115463589773
160500,328844.0,751883.5,27531.15204493004
160800,328782.0,751773.0,27417.121292170184
161100,328643.0,751492.75,27438.90542576
161400,328711.0,751607.75,27438.46678407998
161700,328874.0,752816.0,27246.62543377005
162000,329031.0,754398.75,27218.5413673
162300,328999.0,754720.75,27521.93430546025
162600,328515.0,753785.75,27397.081818240065
162900,328363.0,753436.75,27500.63435578001
163200,328015.0,752408.75,27271.22147392967
163500,327639.0,751748.75,27871.322601939788
163800,327846.0,753288.0,27354.191027759865
164100,327864.0,753661.5,27298.00737210032
164400,327853.0,753692.25,27071.77374518026
164700,327789.0,753529.25,27382.810169560067
165000,327730.0,753424.0,26887.569656530013
165300,327803.0,753718.75,27074.16218344005
165600,327820.0,753750.5,26859.6373376804
165900,327533.0,753254.25,26679.191752680566
166200,327089.0,752442.25,26463.02446730019
166500,326999.0,752285.75,26386.123784699925
166800,326869.0,751803.25,26634.789512840023
167100,326685.0,751352.25,27672.624642629915
167400,326718.0,751414.0,27890.53438175992
167700,326728.0,751434.5,27250.694272640165
168000,326586.0,751146.0,26940.734422960057
168300,326519.0,751347.75,26666.65597918976
168600,326364.0,751663.5,26579.565885919485
168900,326138.0,751291.0,26876.091640689858
169200,326225.0,751353.25,26741.918911590004
169500,326356.0,751245.5,25996.794421269587
169800,326239.0,751009.75,25862.353968910105
170100,326452.0,751379.5,25876.326918009443
170400,326450.0,751081.0,25906.24849222016
170700,326314.0,750764.0,26914.44808916008
171000,326080.0,750141.5,26281.00829494064
171300,325561.0,747886.25,25859.570851960176
171600,325386.0,747240.0,25858.550693520243
171900,325370.0,746708.0,25762.91375227006
172200,325299.0,746084.75,25564.741003209914
172500,324892.0,745161.5,25831.51872605002
172800,325036.0,745496.5,25806.302319819828
173100,324900.0,745178.5,25681.87706973989
173400,324666.0,744854.0,25755.42914220981
173700,324665.0,744893.25,25756.87827663024
174000,324680.0,745463.5,25590.00066201978
174300,324116.0,743171.5,26373.753537269866
174600,324564.0,744461.5,26589.112008490123
174900,324925.0,744972.25,26374.49786969018
175200,324968.0,745594.5,26072.77321789021
175500,324568.0,745820.5,25712.545571509905
175800,324546.0,746622.0,25275.07764973054
176100,324726.0,747357.0,25484.90188654988
176400,324568.0,746952.5,25127.15429742994
176700,324588.0,746942.5,25187.248632169907
177000,324258.0,746283.0,25444.770671429906
177300,324391.0,746178.75,25257.934464839826
177600,324548.0,746369.5,25177.897700249785
177900,324569.0,746362.25,25932.963680749675
178200,324334.0,745953.0,25927.118149860067
178500,324230.0,745768.0,25576.9036974101
178800,324119.0,745615.75,25673.068456290144
179100,323770.0,743913.0,25092.64294049024
179400,323696.0,743748.5,24925.88789281958
179700,323598.0,743534.0,25591.93081886012
180000,323539.0,743432.75,25497.19361690049
180300,323445.0,743267.25,25339.24370915952
180600,323449.0,743288.0,25222.48098849001
180900,323242.0,742881.75,25126.68749610028
181200,322805.0,741906.0,24888.26676008979
181500,322977.0,742247.5,25549.227818179603
181800,323367.0,742847.0,25951.988545209973
182100,323352.0,742484.75,25548.658207669905
182400,323142.0,741778.25,25345.17392475002
182700,323114.0,741390.25,25199.63066061024
183000,323276.0,742512.75,24926.347359079904
183300,322951.0,742446.0,25179.89919129019
183600,322939.0,742592.0,25225.37911716973
183900,322892.0,742009.75,25158.019344230102
184200,322750.0,741805.25,25581.958639989727
184500,322889.0,742047.5,25656.063849070342
184800,323048.0,742073.75,25690.87454786012
185100,323058.0,741244.25,26020.88771552037
185400,323213.0,742266.5,25959.22833531003
185700,323067.0,741885.0,25712.6758270499
186000,323077.0,742158.5,25993.410679769782
186300,323258.0,742524.25,25702.221159799585
186600,323944.0,743598.75,25735.232527830027
186900,323889.0,743334.5,26237.914791450065
187200,323661.0,743016.5,26042.46350555976
187500,323735.0,742808.0,25738.91861131021
187800,323845.0,742875.5,26031.66253585023
188100,323870.0,743095.25,26383.30850549977
188400,323869.0,743132.5,26476.24224084994
188700,323835.0,743076.0,26920.259260810075
189000,323943.0,743184.0,26612.8448956506
189300,324177.0,743508.5,26248.086468529906
189600,324193.0,743886.5,26290.45496221992
189900,324044.0,743355.75,26671.86588957018
190200,323991.0,743640.0,26980.40100166992
190500,323813.0,743241.5,27166.80640261021
190800,323555.0,743038.0,26278.43222541023
191100,323103.0,741737.0,26336.948661579867
191400,323035.0,741770.0,26502.894325430083
191700,323008.0,741757.25,26755.998886750007
192000,323058.0,741731.25,26489.28689502981
192300,323231.0,742082.0,27300.24641458961
192600,323280.0,742225.25,26843.66988673989
192900,323228.0,742006.25,26818.498173019943
193200,323524.0,742652.25,26587.818293160068
193500,323768.0,743123.25,26452.160992160243
193800,323874.0,743817.75,27010.85775803988
194100,323332.0,741313.25,27207.5791878404
194400,323481.0,742461.0,26771.25740221013
194700,323397.0,742399.0,26945.87491356061
195000,323388.0,742294.25,26794.713318349903
195300,323839.0,743087.5,26659.745708790204
195600,324132.0,743642.25,26584.44049259002
195900,324411.0,744129.5,27428.130006410443
196200,324846.0,744807.75,27214.002416579864
196500,325083.0,745183.5,26653.335865199795
196800,325126.0,745212.75,27282.791628420084
197100,324932.0,744868.25,27493.708590359325
197400,325323.0,745801.5,27481.186538429603
197700,325746.0,746962.75,28098.56945246014
198000,325759.0,748160.5,28140.785267319992
198300,325959.0,749020.5,27794.688979719645
198600,326166.0,749299.75,27966.29389944988
