,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,quickHull,convexHull,3,48,96,"[52.197, 53.045]",52.61929175692125,2024-11-13 22:49:32.907500,2024-11-13 22:51:18.149500,0.7683,106.0103,105.242
1,backForwardBFS,breadthFirstSearch,15,48,96,"[11.581, 9.864, 9.822, 9.78, 9.9, 11.485, 9.795, 9.794]",10.227243130761174,2024-11-13 22:49:32.139200,2024-11-13 22:50:54.160200,0.0,82.021,82.021
