,Unnamed: 0,workload,cpu,memory,start,end
0,0,breadthFirstSearch,48,96,2024-11-13 22:22:11.536400,2024-11-13 22:23:29.292400
1,1,wordCounts,48,96,2024-11-13 22:22:11.536400,2024-11-13 22:23:29.292400
