,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,histogram,wordCounts,42,48,96,"[3.358, 3.393, 3.392, 3.511, 3.467, 3.564, 3.475, 3.559, 3.512, 3.531, 3.632, 3.516, 3.689, 3.522, 3.548, 3.552, 3.526, 3.662, 3.527, 3.733, 3.542, 3.545]",3.5332573481849066,2024-11-13 22:22:11.536400,2024-11-13 22:23:29.292400,0.0,77.756,77.756
1,backForwardBFS,breadthFirstSearch,15,48,96,"[9.198, 8.588, 8.88, 8.446, 9.007, 8.366, 8.778, 8.716]",8.743444106751062,2024-11-13 22:22:11.727200,2024-11-13 22:23:21.706200,0.1908,70.1698,69.979
