,Unnamed: 0,memory,threads,read_file runtime,total sum column runtime,total count distinct runtime,total aggregate runtime,avg sum column runtime,avg count distinct runtime,avg aggregate runtime,rounds,start,end,total_runtime,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,Max Memory Usage (GiB),CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh)
20,20,3,80,4.8647,157.7682,102.9221,383.6312,52.589400000000005,51.46105,63.93853333333334,3,1730011385.5758078,1730011837.6674955,644.3215,182171.71187118365,20445.00543022124,182171.71187118365,20445.00543022124,182171.71187118365,20445.00543022124,282.73418141592924,31.731061946902653,51545.72,1932.9645,4.8,1.8189199116353798e-05,1.2463145624577203e-05,7.590487994632652,0.8518752262592183,8.44236322089187,0.9375753646758204,0.024090818050638063,0.9616661827264584,9.40402940361833,spark,150
21,21,3,92,5.0882,169.0078,106.1737,406.4957,56.33593333333334,53.08685,67.74928333333334,3,1730000452.689611,1730000928.614044,681.6772000000001,187914.9463245883,21476.225865050423,187914.9463245883,21476.225865050423,187914.9463245883,21476.225865050423,275.66558823529414,31.50497899159664,62714.30240000001,2045.0316000000005,4.858,1.8189199116353798e-05,1.2463145624577203e-05,7.829789430191179,0.8948427443771009,8.72463217456828,1.140722933796825,0.025487526637662124,1.1662104604344872,9.890842635002766,spark,150
22,22,4,8,4.4428,496.0052,323.8781,1127.5406,165.33506666666668,161.93905,187.9234333333333,3,1730112883.6795137,1730114267.9166503,1947.4239,367923.74402391975,44889.07772177168,367923.74402391975,44889.07772177168,367923.74402391975,44889.07772177168,188.92843208092484,23.05049132947977,15579.3912,7789.6956,5.05,1.8189199116353798e-05,1.2463145624577203e-05,15.330156000996656,1.8703782384071534,17.200534239403808,0.28337664864837014,0.0970841106339283,0.38046075928229844,17.580994998686105,spark,150
23,23,4,16,4.5484,271.8129,179.4428,633.2885000000001,90.6043,89.7214,105.54808333333337,3,1730080097.149958,1730080861.422136,1084.5442000000005,279244.8207367986,28882.00826139792,279244.8207367986,28882.00826139792,279244.8207367986,28882.00826139792,257.4766623036649,26.63054973821989,17352.707200000008,4338.176800000002,5.073,1.8189199116353798e-05,1.2463145624577203e-05,11.635200864033273,1.20341701089158,12.838617874924854,0.31563184646858633,0.05406732920356236,0.3696991756721487,13.208317050597003,spark,150
24,24,4,24,4.701,201.4426,130.8831,469.1662,67.14753333333333,65.44155,78.19436666666667,3,1730061121.4636147,1730061685.533981,801.4919,247316.8387518759,23477.50252885993,247316.8387518759,23477.50252885993,247316.8387518759,23477.50252885993,308.57060283687946,29.29225177304965,19235.8056,3205.9676,5.453,1.8189199116353798e-05,1.2463145624577203e-05,10.304868281328163,0.9782292720358304,11.283097553363994,0.34988389822187344,0.03995644106647628,0.3898403392883497,11.672937892652344,spark,150
25,25,4,32,4.7723,168.6036,109.3313,395.8566,56.2012,54.66565,65.9761,3,1730046285.4014971,1730046759.964827,673.7915,213609.04880272155,20940.913864609705,213609.04880272155,20940.913864609705,213609.04880272155,20940.913864609705,317.0254430379747,31.0792194092827,21561.328,2695.166,5.392,1.8189199116353798e-05,1.2463145624577203e-05,8.90037703344673,0.872538077692071,9.7729151111388,0.3921832882050144,0.03359024634040925,0.42577353454542366,10.198688645684225,spark,150
26,26,4,48,4.6998,149.1913,96.3835,355.5984,49.73043333333334,48.19175,59.2664,3,1730033137.0903263,1730033557.4487686,601.1732,185733.29033156188,19443.45853464762,185733.29033156188,19443.45853464762,185733.29033156188,19443.45853464762,308.95138095238093,32.34252380952381,28856.3136,2404.6928,5.281,1.8189199116353798e-05,1.2463145624577203e-05,7.738887097148411,0.8101441056103175,8.549031202758728,0.5248732338343481,0.0299700365487723,0.5548432703831204,9.103874473141849,spark,150
27,27,4,64,4.8346,143.3165,91.6422,340.1869,47.77216666666666,45.8211,56.69781666666666,3,1730021271.594936,1730021675.893327,575.1456,175622.73972100738,19044.87435899259,175622.73972100738,19044.87435899259,175622.73972100738,19044.87435899259,305.3535308641975,33.11313580246914,36809.3184,2300.5824,5.674,1.8189199116353798e-05,1.2463145624577203e-05,7.317614155041974,0.7935364316246912,8.111150586666666,0.6695320217148656,0.02867249347253932,0.6982045151874049,8.80935510185407,spark,150
28,28,4,80,4.7696,148.1825,94.3529,348.164,49.39416666666667,47.17645,58.02733333333333,3,1730010503.2613912,1730010919.6857233,590.6994,177874.0302363894,19334.75572139423,177874.0302363894,19334.75572139423,177874.0302363894,19334.75572139423,301.1244471153846,32.73197115384615,47255.952,2362.7976,5.919,1.8189199116353798e-05,1.2463145624577203e-05,7.411417926516225,0.8056148217247596,8.217032748240985,0.8595479203608575,0.029447890570201515,0.888995810931059,9.106028559172044,spark,150
29,29,4,92,4.7999,150.2713,96.217,361.3576,50.09043333333333,48.1085,60.22626666666667,3,1729999536.1496432,1729999960.2710774,607.8459,177331.72997101417,19996.022719733493,177331.72997101417,19996.022719733493,177331.72997101417,19996.022719733493,291.7379716981132,32.89653301886793,55921.8228,2431.3836,5.947,1.8189199116353798e-05,1.2463145624577203e-05,7.38882208212559,0.8331676133222289,8.221989695447819,1.0171731698586537,0.03030268787600877,1.0474758577346626,9.269465553182481,spark,150
30,30,6,8,4.4308,467.9945,308.558,1085.6357999999998,155.99816666666666,154.279,180.9393,3,1730110195.052129,1730111514.839482,1862.1883,356327.4017048522,43370.25256153829,356327.4017048522,43370.25256153829,356327.4017048522,43370.25256153829,191.3487490523124,23.289939347990902,14897.5064,11173.1298,6.005,1.8189199116353798e-05,1.2463145624577203e-05,14.846975071035507,1.8070938567307622,16.654068927766268,0.27097371024675504,0.13925234377970316,0.4102260540264582,17.064294981792727,spark,150
31,31,6,16,4.4236,255.79450000000003,174.0999,612.8192,85.26483333333334,87.04995,102.13653333333332,3,1730078579.58032,1730079311.4715192,1042.7136,271277.0631004104,28280.57525581396,271277.0631004104,28280.57525581396,271277.0631004104,28280.57525581396,260.1645006839945,27.12209302325581,16683.4176,6256.2816,7.251,1.8189199116353798e-05,1.2463145624577203e-05,11.303210962517099,1.1783573023255818,12.48156826484268,0.3034580046676814,0.07797294864916286,0.3814309533168443,12.862999218159525,spark,150
32,32,6,24,4.7234,194.6908,130.1323,455.8835,64.89693333333334,65.06615,75.98058333333333,3,1730059994.7766137,1730060546.5850585,780.7066,248054.60103653988,23156.889214840576,248054.60103653988,23156.889214840576,248054.60103653988,23156.889214840576,317.73088768115946,29.661449275362315,18736.9584,4684.2396,7.462,1.8189199116353798e-05,1.2463145624577203e-05,10.335608376522496,0.9648703839516907,11.300478760474187,0.34081026717243784,0.05838036027521127,0.3991906274476491,11.699669387921835,spark,150
33,33,6,32,4.5838,166.54000000000002,108.1011,388.5678,55.51333333333334,54.05055,64.76129999999999,3,1730045329.3751445,1730045798.4010262,663.2089000000001,213776.18317952243,20816.967815993605,213776.18317952243,20816.967815993605,213776.18317952243,20816.967815993605,322.3361194029851,31.38825159914712,21222.684800000003,3979.253400000001,7.17,1.8189199116353798e-05,1.2463145624577203e-05,8.907340965813434,0.8673736589997335,9.774714624813168,0.3860236396108152,0.04959401460129397,0.4356176542121092,10.210332279025277,spark,150
34,34,6,48,4.7919,137.74200000000002,91.5856,324.5688,45.91400000000001,45.7928,54.0948,3,1730032308.2739449,1730032698.818471,553.8964000000001,177083.96562641434,18643.64284265985,177083.96562641434,18643.64284265985,177083.96562641434,18643.64284265985,319.7059335038363,33.65907928388747,26587.027200000004,3323.3784000000005,7.505,1.8189199116353798e-05,1.2463145624577203e-05,7.378498567767264,0.7768184517774938,8.155317019544757,0.4835967316527145,0.04141974896477439,0.5250164806174888,8.680333500162245,spark,150
35,35,6,64,5.0049,136.2662,87.32910000000001,316.8827,45.422066666666666,43.664550000000006,52.81378333333333,3,1730020473.3227758,1730020854.5702708,540.4780000000001,172858.62460104987,18342.0642839895,172858.62460104987,18342.0642839895,172858.62460104987,18342.0642839895,319.8254593175853,33.936745406824144,34590.592000000004,3242.8680000000004,7.566,1.8189199116353798e-05,1.2463145624577203e-05,7.202442691710411,0.7642526784995625,7.966695370209973,0.6291751654405549,0.04041633612528143,0.6695915015658362,8.636286871775809,spark,150
36,36,6,80,4.7008,131.1856,83.0127,307.7278,43.72853333333333,41.50635,51.28796666666667,3,1730009708.2954297,1730010075.6540072,521.9261,165265.03464455978,18082.214831146743,165265.03464455978,18082.214831146743,165265.03464455978,18082.214831146743,316.6445108695652,34.64516304347826,41754.088,3131.5566,7.86,1.8189199116353798e-05,1.2463145624577203e-05,6.88604311018999,0.7534256179644476,7.639468728154438,0.7594734205537588,0.03902904593740586,0.7985024664911646,8.437971194645602,spark,150
37,37,6,92,4.8821,132.2212,84.7789,316.9239,44.07373333333334,42.38945,52.82065,3,1729998721.1011162,1729999095.082556,533.924,166733.64395957216,18586.922315080214,166733.64395957216,18586.922315080214,166733.64395957216,18586.922315080214,312.27973262032083,34.81192513368984,49121.008,3203.544,7.732,1.8189199116353798e-05,1.2463145624577203e-05,6.947235164982173,0.7744550964616755,7.7216902614438485,0.8934717953080079,0.039926235386740554,0.9333980306947485,8.655088292138597,spark,150
38,38,8,8,4.7542,510.14420000000007,335.0025,1203.4796,170.0480666666667,167.50125,200.5799333333333,3,1730107417.483905,1730108868.516966,2048.6263,392034.1285952627,46960.15205043932,392034.1285952627,46960.15205043932,392034.1285952627,46960.15205043932,191.36439310344824,22.92275172413793,16389.0104,16389.0104,6.029,1.8189199116353798e-05,1.2463145624577203e-05,16.334755358135947,1.9566730021016383,18.291428360237585,0.29810297348559317,0.20425862325791028,0.5023615967435034,18.79378995698109,spark,150
39,39,8,16,4.7641,268.3062,175.6898,612.9968,89.4354,87.8449,102.16613333333332,3,1730077069.1759405,1730077820.1661985,1056.9928,276552.806596538,28451.614249853534,276552.806596538,28451.614249853534,276552.806596538,28451.614249853534,261.6411451398136,26.917509986684426,16911.8848,8455.9424,9.153,1.8189199116353798e-05,1.2463145624577203e-05,11.523033608189083,1.1854839270772306,12.708517535266314,0.3076136400600372,0.10538764152423685,0.41300128158427407,13.121518816850587,spark,150
40,40,8,24,4.4221,194.6011,128.0705,448.1595,64.86703333333334,64.03525,74.69324999999999,3,1730058883.0060005,1730059427.5665207,770.8311,246684.99606247057,23064.371747768382,246684.99606247057,23064.371747768382,246684.99606247057,23064.371747768382,320.0247058823529,29.92143382352941,18499.9464,6166.6488,9.37,1.8189199116353798e-05,1.2463145624577203e-05,10.27854150260294,0.9610154894903492,11.239556992093288,0.33649920871147265,0.07685584201002427,0.4133550507214969,11.652912042814785,spark,150
41,41,8,32,4.5013,166.4974,107.4509,381.8164,55.49913333333333,53.72545,63.636066666666665,3,1730044384.70272,1730044848.9094782,655.7647,211791.6326488641,20810.085041523707,211791.6326488641,20810.085041523707,211791.6326488641,20810.085041523707,322.9689439655172,31.73407327586207,20984.4704,5246.1176,9.105,1.8189199116353798e-05,1.2463145624577203e-05,8.824651360369337,0.8670868767301544,9.691738237099491,0.3816907104568324,0.06538312761245746,0.44707383806928985,10.138812075168781,spark,150
42,42,8,48,4.5434,132.2271,84.193,302.5472,44.075700000000005,42.0965,50.42453333333333,3,1730031524.6774726,1730031892.429678,518.9673,167182.18496835328,18006.092261274458,167182.18496835328,18006.092261274458,167182.18496835328,18006.092261274458,322.1439673913044,34.69600543478261,24910.4304,4151.7384,8.777,1.8189199116353798e-05,1.2463145624577203e-05,6.9659243736813865,0.750253844219769,7.716178217901156,0.4531007786196728,0.05174372027434916,0.5048444988940219,8.221022716795177,spark,150
43,43,8,64,4.7584,127.5771,82.1457,298.04,42.5257,41.07285,49.673333333333325,3,1730019721.8958402,1730020080.5364351,507.7628,163770.82083181007,17900.43998144134,163770.82083181007,17900.43998144134,163770.82083181007,17900.43998144134,322.53410614525137,35.25354748603352,32496.8192,4062.1024,9.018,1.8189199116353798e-05,1.2463145624577203e-05,6.823784201325419,0.7458516658933891,7.569635867218809,0.5910911150769492,0.05062657375314456,0.6417176888300938,8.211353556048902,spark,150
44,44,8,80,4.7698,127.8345,83.391,299.7761,42.6115,41.6955,49.96268333333333,3,1730008967.768907,1730009327.1061249,511.0016,164057.80384944845,18054.127782863507,164057.80384944845,18054.127782863507,164057.80384944845,18054.127782863507,321.05144846796657,35.3308635097493,40880.128,4088.0128,9.3,1.8189199116353798e-05,1.2463145624577203e-05,6.835741827060352,0.7522553242859794,7.587997151346332,0.74357678809403,0.0509494988415356,0.7945262869355656,8.382523438281897,spark,150
45,45,8,92,4.4582,130.8117,82.5917,302.9383,43.6039,41.29585,50.48971666666667,3,1729997964.9359276,1729998329.5896802,516.3417000000001,164814.92304490384,18327.09471473077,164814.92304490384,18327.09471473077,164814.92304490384,18327.09471473077,319.1973901098901,35.49412087912088,47503.436400000006,4130.7336000000005,9.231,1.8189199116353798e-05,1.2463145624577203e-05,6.8672884602043265,0.7636289464471154,7.630917406651442,0.8640494633906489,0.051481934393134046,0.915531397783783,8.546448804435224,spark,150
46,46,12,8,4.4187,467.2431,307.8217,1079.0096,155.7477,153.91084999999998,179.83493333333334,3,1730104663.6929789,1730105972.639321,1854.0744,355371.26176301297,43246.05167314286,355371.26176301297,43246.05167314286,355371.26176301297,43246.05167314286,191.67044308632543,23.324873949579832,14832.5952,22248.8928,7.174,1.8189199116353798e-05,1.2463145624577203e-05,14.807135906792206,1.8019188197142857,16.609054726506493,0.26979302750507356,0.27729119095200727,0.5470842184570808,17.156138944963573,spark,150
47,47,12,16,4.4548,240.9112,158.4026,574.4277999999999,80.30373333333334,79.2013,95.73796666666664,3,1730075633.3934717,1730076325.2748594,973.7416,259926.25652930827,26569.56120963241,259926.25652930827,26569.56120963241,259926.25652930827,26569.56120963241,266.93555716353114,27.28604920405209,15579.8656,11684.8992,9.221,1.8189199116353798e-05,1.2463145624577203e-05,10.830260688721177,1.1070650504013504,11.937325739122528,0.28338527760443094,0.14563060033810565,0.4290158779425366,12.366341617065064,spark,150
48,48,12,24,4.7343,190.9857,123.4648,440.0149,63.6619,61.7324,73.33581666666667,3,1730057788.0928493,1730058321.09963,754.4654,243203.1390262927,22762.26358321952,243203.1390262927,22762.26358321952,243203.1390262927,22762.26358321952,322.3516135084428,30.17005628517824,18107.1696,9053.5848,10.91,1.8189199116353798e-05,1.2463145624577203e-05,10.133464126095529,0.9484276493008132,11.081891775396342,0.3293549132879884,0.11283614578685869,0.44219105907484707,11.524082834471189,spark,150
49,49,12,32,4.7125,162.6677,104.7963,375.7166,54.222566666666665,52.39815,62.619433333333326,3,1730043455.4740517,1730043907.8412356,643.1805999999999,207776.4544050905,20680.556406052976,207776.4544050905,20680.556406052976,207776.4544050905,20680.556406052976,323.0452759381899,32.1535761589404,20581.7792,7718.167199999999,10.89,1.8189199116353798e-05,1.2463145624577203e-05,8.657352266878771,0.8616898502522073,9.519042117130978,0.374366080037629,0.09619264176843527,0.4705587218060643,9.989600838937042,spark,150
50,50,12,48,4.7946,129.3924,83.8116,299.76460000000003,43.1308,41.9058,49.96076666666667,3,1730030782.8385744,1730031144.852699,512.9686,165519.88991087294,18069.77238790608,165519.88991087294,18069.77238790608,165519.88991087294,18069.77238790608,322.67060773480665,35.22588397790055,24622.4928,6155.6232,10.7,1.8189199116353798e-05,1.2463145624577203e-05,6.896662079619706,0.7529071828294199,7.649569262449125,0.44786342428018777,0.07671842835162593,0.5245818526318137,8.174151115080939,spark,150
51,51,12,64,4.8423,123.1104,79.5315,289.132,41.0368,39.76575,48.18866666666667,3,1730019005.0230489,1730019350.1401489,491.7739,158922.65132611594,17743.330600843477,158922.65132611594,17743.330600843477,158922.65132611594,17743.330600843477,323.1620289855072,36.080260869565215,31473.5296,5901.2868,10.72,1.8189199116353798e-05,1.2463145624577203e-05,6.621777138588164,0.7393054417018116,7.361082580289976,0.5724782967888551,0.0735485967607952,0.6460268935496503,8.007109473839627,spark,150
52,52,12,80,4.7498,124.5446,80.7152,288.6843,41.51486666666666,40.3576,48.11405,3,1730008243.6382473,1730008592.118338,493.9441,159442.38768978446,17734.46677106897,159442.38768978446,17734.46677106897,159442.38768978446,17734.46677106897,322.7943965517241,35.90379310344828,39515.528,5927.3292,11.52,1.8189199116353798e-05,1.2463145624577203e-05,6.643432820407686,0.738936115461207,7.382368935868892,0.7187558069798538,0.0738731669844087,0.7926289739642625,8.174997909833154,spark,150
