,Grid CI (gCO2eq/kWh),Grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq)
68,680,0.00018888888888888888,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",31.516907792487707,31.516907792487707,31.516907792487707,77.7586473308069,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,30.64092655579393,30.64092655579393,30.64092655579393,77.42214570288381
69,690,0.00019166666666666667,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",31.967509653602328,31.967509653602328,31.967509653602328,78.89720829702578,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,31.09152841690855,31.09152841690855,31.09152841690855,78.5607066691027
70,700,0.00019444444444444443,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",32.41811151471694,32.41811151471694,32.41811151471694,80.03576926324465,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,31.542130278023162,31.542130278023162,31.542130278023162,79.69926763532156
71,710,0.00019722222222222222,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",32.86871337583156,32.86871337583156,32.86871337583156,81.17433022946354,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,31.99273213913778,31.99273213913778,31.99273213913778,80.83782860154045
72,720,0.0002,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",33.31931523694618,33.31931523694618,33.31931523694618,82.31289119568243,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,32.4433340002524,32.4433340002524,32.4433340002524,81.97638956775934
73,730,0.00020277777777777777,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",33.769917098060795,33.769917098060795,33.769917098060795,83.45145216190129,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,32.89393586136701,32.89393586136701,32.89393586136701,83.1149505339782
74,740,0.00020555555555555556,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",34.220518959175415,34.220518959175415,34.220518959175415,84.59001312812018,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,33.34453772248163,33.34453772248163,33.34453772248163,84.25351150019709
75,750,0.00020833333333333335,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",34.67112082029003,34.67112082029003,34.67112082029003,85.72857409433905,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,33.795139583596246,33.795139583596246,33.795139583596246,85.39207246641597
76,760,0.0002111111111111111,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",35.12172268140465,35.12172268140465,35.12172268140465,86.86713506055793,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,34.245741444710866,34.245741444710866,34.245741444710866,86.53063343263484
77,770,0.0002138888888888889,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",35.57232454251926,35.57232454251926,35.57232454251926,88.00569602677682,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,34.69634330582548,34.69634330582548,34.69634330582548,87.66919439885373
78,780,0.00021666666666666666,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",36.022926403633875,36.022926403633875,36.022926403633875,89.1442569929957,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,35.14694516694009,35.14694516694009,35.14694516694009,88.80775536507261
79,790,0.00021944444444444444,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",36.473528264748495,36.473528264748495,36.473528264748495,90.28281795921457,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,35.59754702805471,35.59754702805471,35.59754702805471,89.94631633129148
80,800,0.00022222222222222223,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",36.924130125863115,36.924130125863115,36.924130125863115,91.42137892543346,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,36.04814888916933,36.04814888916933,36.04814888916933,91.08487729751037
81,810,0.000225,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",37.37473198697773,37.37473198697773,37.37473198697773,92.55993989165233,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,36.498750750283946,36.498750750283946,36.498750750283946,92.22343826372925
82,820,0.00022777777777777778,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",37.82533384809235,37.82533384809235,37.82533384809235,93.69850085787121,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,36.94935261139857,36.94935261139857,36.94935261139857,93.36199922994813
83,830,0.00023055555555555554,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",38.27593570920696,38.27593570920696,38.27593570920696,94.83706182409009,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,37.39995447251318,37.39995447251318,37.39995447251318,94.500560196167
84,840,0.00023333333333333333,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",38.726537570321575,38.726537570321575,38.726537570321575,95.97562279030898,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,37.85055633362779,37.85055633362779,37.85055633362779,95.63912116238589
85,850,0.00023611111111111112,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",39.177139431436196,39.177139431436196,39.177139431436196,97.11418375652785,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,38.30115819474241,38.30115819474241,38.30115819474241,96.77768212860477
86,860,0.00023888888888888888,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",39.62774129255081,39.62774129255081,39.62774129255081,98.25274472274673,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,38.75176005585703,38.75176005585703,38.75176005585703,97.91624309482364
87,870,0.00024166666666666667,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",40.07834315366543,40.07834315366543,40.07834315366543,99.39130568896562,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,39.20236191697165,39.20236191697165,39.20236191697165,99.05480406104253
88,880,0.00024444444444444443,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",40.52894501478004,40.52894501478004,40.52894501478004,100.52986665518448,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,39.65296377808626,39.65296377808626,39.65296377808626,100.1933650272614
89,890,0.00024722222222222224,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",40.97954687589466,40.97954687589466,40.97954687589466,101.66842762140338,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,40.10356563920088,40.10356563920088,40.10356563920088,101.3319259934803
90,900,0.00025,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",41.430148737009276,41.430148737009276,41.430148737009276,102.80698858762224,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,40.554167500315494,40.554167500315494,40.554167500315494,102.47048695969916
91,910,0.00025277777777777777,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",41.880750598123896,41.880750598123896,41.880750598123896,103.94554955384112,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,41.004769361430114,41.004769361430114,41.004769361430114,103.60904792591803
92,920,0.0002555555555555556,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",42.331352459238516,42.331352459238516,42.331352459238516,105.08411052006002,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,41.455371222544734,41.455371222544734,41.455371222544734,104.74760889213694
93,930,0.00025833333333333334,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",42.78195432035313,42.78195432035313,42.78195432035313,106.22267148627888,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,41.90597308365935,41.90597308365935,41.90597308365935,105.8861698583558
94,940,0.0002611111111111111,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",43.23255618146774,43.23255618146774,43.23255618146774,107.36123245249776,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,42.35657494477396,42.35657494477396,42.35657494477396,107.02473082457468
95,950,0.00026388888888888886,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",43.683158042582356,43.683158042582356,43.683158042582356,108.49979341871664,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,42.807176805888574,42.807176805888574,42.807176805888574,108.16329179079355
96,960,0.0002666666666666667,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",44.13375990369698,44.13375990369698,44.13375990369698,109.63835438493552,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,43.2577786670032,43.2577786670032,43.2577786670032,109.30185275701244
97,970,0.00026944444444444444,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",44.5843617648116,44.5843617648116,44.5843617648116,110.7769153511544,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,43.708380528117814,43.708380528117814,43.708380528117814,110.44041372323132
98,980,0.0002722222222222222,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",45.03496362592621,45.03496362592621,45.03496362592621,111.91547631737328,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,44.15898238923243,44.15898238923243,44.15898238923243,111.57897468945019
99,990,0.000275,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",45.48556548704083,45.48556548704083,45.48556548704083,113.05403728359217,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,44.60958425034705,44.60958425034705,44.60958425034705,112.71753565566908
100,1000,0.0002777777777777778,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",45.93616734815544,45.93616734815544,45.93616734815544,114.19259824981104,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,45.06018611146166,45.06018611146166,45.06018611146166,113.85609662188796
