,Grid CI (gCO2eq/kWh),Grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq)
54,540,0.00015,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",25.208481736883073,25.208481736883073,25.208481736883073,61.818793803742565,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,24.332500500189294,24.332500500189294,24.332500500189294,61.482292175819495
55,550,0.00015277777777777777,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",25.659083597997693,25.659083597997693,25.659083597997693,62.95735476996145,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,24.783102361303914,24.783102361303914,24.783102361303914,62.62085314203838
56,560,0.00015555555555555556,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",26.10968545911231,26.10968545911231,26.10968545911231,64.09591573618034,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,25.23370422241853,25.23370422241853,25.23370422241853,63.75941410825726
57,570,0.00015833333333333332,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",26.560287320226923,26.560287320226923,26.560287320226923,65.23447670239922,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,25.684306083533144,25.684306083533144,25.684306083533144,64.89797507447614
58,580,0.0001611111111111111,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",27.010889181341543,27.010889181341543,27.010889181341543,66.3730376686181,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,26.134907944647765,26.134907944647765,26.134907944647765,66.03653604069501
59,590,0.0001638888888888889,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",27.46149104245616,27.46149104245616,27.46149104245616,67.51159863483699,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,26.58550980576238,26.58550980576238,26.58550980576238,67.1750970069139
60,600,0.00016666666666666666,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",27.912092903570777,27.912092903570777,27.912092903570777,68.65015960105586,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,27.036111666876998,27.036111666876998,27.036111666876998,68.31365797313278
61,610,0.00016944444444444445,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",28.362694764685394,28.362694764685394,28.362694764685394,69.78872056727474,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,27.486713527991615,27.486713527991615,27.486713527991615,69.45221893935165
62,620,0.0001722222222222222,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",28.813296625800007,28.813296625800007,28.813296625800007,70.92728153349361,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,27.937315389106228,27.937315389106228,27.937315389106228,70.59077990557053
63,630,0.000175,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",29.263898486914627,29.263898486914627,29.263898486914627,72.0658424997125,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,28.38791725022085,28.38791725022085,28.38791725022085,71.72934087178942
64,640,0.00017777777777777779,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",29.714500348029244,29.714500348029244,29.714500348029244,73.20440346593138,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,28.838519111335465,28.838519111335465,28.838519111335465,72.8679018380083
65,650,0.00018055555555555555,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",30.165102209143857,30.165102209143857,30.165102209143857,74.34296443215025,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,29.28912097245008,29.28912097245008,29.28912097245008,74.00646280422717
66,660,0.00018333333333333334,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",30.615704070258477,30.615704070258477,30.615704070258477,75.48152539836914,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,29.7397228335647,29.7397228335647,29.7397228335647,75.14502377044606
67,670,0.00018611111111111112,1.8189199116353798e-05,1.2463145624577203e-05,"[64.0, 64.0]","[64.0, 64.0]","[64.0, 64.0]","[2.0, 8.0]",31.066305931373094,31.066305931373094,31.066305931373094,76.62008636458802,0.8759812366937787,0.8759812366937787,0.8759812366937787,0.3365016279230731,30.190324694679315,30.190324694679315,30.190324694679315,76.28358473666493
