,memory,threads,read_file runtime,total sum column runtime,total count distinct runtime,total aggregate runtime,avg sum column runtime,avg count distinct runtime,avg aggregate runtime,rounds,start,end,total_runtime,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,Max Memory Usage (GiB),CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh),Min CF,Min Runtime,Min Energy,Min Embodied
27,4,64,4.8346,143.3165,91.6422,340.1869,47.77216666666666,45.8211,56.69781666666666,3,1730021271.594936,1730021675.893327,575.1456,175622.73972100738,19044.87435899259,175622.73972100738,19044.87435899259,175622.73972100738,19044.87435899259,305.3535308641975,33.11313580246914,36809.3184,2300.5824,5.674,1.81891991163538e-05,1.2463145624577203e-05,1.463522831008395,0.1587072863249382,1.622230117333333,0.6695320217148656,0.0286724934725393,0.6982045151874049,2.320434632520738,spark,30,False,False,False,False
28,4,80,4.7696,148.1825,94.3529,348.164,49.39416666666667,47.17645,58.02733333333333,3,1730010503.2613912,1730010919.6857233,590.6994,177874.0302363894,19334.75572139423,177874.0302363894,19334.75572139423,177874.0302363894,19334.75572139423,301.1244471153846,32.73197115384615,47255.952,2362.7976,5.919,1.81891991163538e-05,1.2463145624577203e-05,1.482283585303245,0.1611229643449519,1.6434065496481969,0.8595479203608575,0.0294478905702015,0.888995810931059,2.532402360579256,spark,30,False,False,False,False
29,4,92,4.7999,150.2713,96.217,361.3576,50.09043333333333,48.1085,60.22626666666667,3,1729999536.1496432,1729999960.2710774,607.8459,177331.72997101417,19996.022719733493,177331.72997101417,19996.022719733493,177331.72997101417,19996.022719733493,291.7379716981132,32.89653301886793,55921.8228,2431.3836,5.947,1.81891991163538e-05,1.2463145624577203e-05,1.477764416425118,0.1666335226644457,1.6443979390895638,1.0171731698586537,0.0303026878760087,1.0474758577346626,2.6918737968242263,spark,30,False,False,False,False
30,6,8,4.4308,467.9945,308.558,1085.6357999999998,155.99816666666666,154.279,180.9393,3,1730110195.052129,1730111514.839482,1862.1883,356327.4017048522,43370.25256153829,356327.4017048522,43370.25256153829,356327.4017048522,43370.25256153829,191.3487490523124,23.289939347990902,14897.5064,11173.1298,6.005,1.81891991163538e-05,1.2463145624577203e-05,2.9693950142071017,0.3614187713461524,3.330813785553254,0.270973710246755,0.1392523437797031,0.4102260540264582,3.741039839579712,spark,30,False,False,False,False
31,6,16,4.4236,255.79450000000003,174.0999,612.8192,85.26483333333334,87.04995,102.13653333333332,3,1730078579.58032,1730079311.4715192,1042.7136,271277.0631004104,28280.57525581396,271277.0631004104,28280.57525581396,271277.0631004104,28280.57525581396,260.1645006839945,27.12209302325581,16683.4176,6256.2816,7.251,1.81891991163538e-05,1.2463145624577203e-05,2.26064219250342,0.2356714604651163,2.4963136529685364,0.3034580046676814,0.0779729486491628,0.3814309533168443,2.877744606285381,spark,30,False,False,False,False
32,6,24,4.7234,194.6908,130.1323,455.8835,64.89693333333334,65.06615,75.98058333333333,3,1730059994.7766137,1730060546.5850585,780.7066,248054.60103653988,23156.889214840576,248054.60103653988,23156.889214840576,248054.60103653988,23156.889214840576,317.73088768115946,29.661449275362315,18736.9584,4684.2396,7.462,1.81891991163538e-05,1.2463145624577203e-05,2.067121675304499,0.1929740767903381,2.2600957520948373,0.3408102671724378,0.0583803602752112,0.3991906274476491,2.659286379542486,spark,30,False,False,False,False
33,6,32,4.5838,166.54000000000002,108.1011,388.5678,55.51333333333334,54.05055,64.76129999999999,3,1730045329.3751445,1730045798.4010262,663.2089000000001,213776.18317952243,20816.967815993605,213776.18317952243,20816.967815993605,213776.18317952243,20816.967815993605,322.3361194029851,31.38825159914712,21222.684800000003,3979.253400000001,7.17,1.81891991163538e-05,1.2463145624577203e-05,1.781468193162687,0.1734747317999467,1.9549429249626336,0.3860236396108152,0.0495940146012939,0.4356176542121092,2.390560579174743,spark,30,False,False,False,False
34,6,48,4.7919,137.74200000000002,91.5856,324.5688,45.91400000000001,45.7928,54.0948,3,1730032308.2739449,1730032698.818471,553.8964000000001,177083.96562641434,18643.64284265985,177083.96562641434,18643.64284265985,177083.96562641434,18643.64284265985,319.7059335038363,33.65907928388747,26587.027200000004,3323.3784000000005,7.505,1.81891991163538e-05,1.2463145624577203e-05,1.4756997135534529,0.1553636903554987,1.6310634039089515,0.4835967316527145,0.0414197489647743,0.5250164806174888,2.1560798845264406,spark,30,False,False,False,False
35,6,64,5.0049,136.2662,87.32910000000001,316.8827,45.422066666666666,43.664550000000006,52.81378333333333,3,1730020473.3227758,1730020854.5702708,540.4780000000001,172858.62460104987,18342.0642839895,172858.62460104987,18342.0642839895,172858.62460104987,18342.0642839895,319.8254593175853,33.936745406824144,34590.592000000004,3242.8680000000004,7.566,1.81891991163538e-05,1.2463145624577203e-05,1.4404885383420822,0.1528505356999125,1.5933390740419948,0.6291751654405549,0.0404163361252814,0.6695915015658362,2.262930575607831,spark,30,False,False,False,False
36,6,80,4.7008,131.1856,83.0127,307.7278,43.72853333333333,41.50635,51.28796666666667,3,1730009708.2954297,1730010075.6540072,521.9261,165265.03464455978,18082.214831146743,165265.03464455978,18082.214831146743,165265.03464455978,18082.214831146743,316.6445108695652,34.64516304347826,41754.088,3131.5566,7.86,1.81891991163538e-05,1.2463145624577203e-05,1.3772086220379982,0.1506851235928895,1.5278937456308876,0.7594734205537588,0.0390290459374058,0.7985024664911646,2.3263962121220523,spark,30,False,False,False,False
37,6,92,4.8821,132.2212,84.7789,316.9239,44.07373333333334,42.38945,52.82065,3,1729998721.1011162,1729999095.082556,533.924,166733.64395957216,18586.922315080214,166733.64395957216,18586.922315080214,166733.64395957216,18586.922315080214,312.27973262032083,34.81192513368984,49121.008,3203.544,7.732,1.81891991163538e-05,1.2463145624577203e-05,1.3894470329964348,0.1548910192923351,1.54433805228877,0.8934717953080079,0.0399262353867405,0.9333980306947484,2.4777360829835184,spark,30,False,False,False,False
38,8,8,4.7542,510.14420000000007,335.0025,1203.4796,170.0480666666667,167.50125,200.5799333333333,3,1730107417.483905,1730108868.516966,2048.6263,392034.1285952627,46960.15205043932,392034.1285952627,46960.15205043932,392034.1285952627,46960.15205043932,191.36439310344824,22.92275172413793,16389.0104,16389.0104,6.029,1.81891991163538e-05,1.2463145624577203e-05,3.266951071627189,0.3913346004203277,3.658285672047517,0.2981029734855931,0.2042586232579102,0.5023615967435034,4.1606472687910205,spark,30,False,False,False,False
39,8,16,4.7641,268.3062,175.6898,612.9968,89.4354,87.8449,102.16613333333332,3,1730077069.1759405,1730077820.1661985,1056.9928,276552.806596538,28451.614249853534,276552.806596538,28451.614249853534,276552.806596538,28451.614249853534,261.6411451398136,26.917509986684426,16911.8848,8455.9424,9.153,1.81891991163538e-05,1.2463145624577203e-05,2.3046067216378168,0.2370967854154461,2.541703507053263,0.3076136400600372,0.1053876415242368,0.413001281584274,2.954704788637537,spark,30,False,False,False,False
40,8,24,4.4221,194.6011,128.0705,448.1595,64.86703333333334,64.03525,74.69324999999999,3,1730058883.0060005,1730059427.5665207,770.8311,246684.99606247057,23064.371747768382,246684.99606247057,23064.371747768382,246684.99606247057,23064.371747768382,320.0247058823529,29.92143382352941,18499.9464,6166.6488,9.37,1.81891991163538e-05,1.2463145624577203e-05,2.055708300520588,0.1922030978980698,2.247911398418658,0.3364992087114726,0.0768558420100242,0.4133550507214969,2.6612664491401548,spark,30,False,False,False,False
41,8,32,4.5013,166.4974,107.4509,381.8164,55.49913333333333,53.72545,63.636066666666665,3,1730044384.70272,1730044848.9094782,655.7647,211791.6326488641,20810.085041523707,211791.6326488641,20810.085041523707,211791.6326488641,20810.085041523707,322.9689439655172,31.73407327586207,20984.4704,5246.1176,9.105,1.81891991163538e-05,1.2463145624577203e-05,1.7649302720738675,0.1734173753460309,1.9383476474198984,0.3816907104568324,0.0653831276124574,0.4470738380692898,2.3854214854891884,spark,30,False,False,False,False
42,8,48,4.5434,132.2271,84.193,302.5472,44.075700000000005,42.0965,50.42453333333333,3,1730031524.6774726,1730031892.429678,518.9673,167182.18496835328,18006.092261274458,167182.18496835328,18006.092261274458,167182.18496835328,18006.092261274458,322.1439673913044,34.69600543478261,24910.4304,4151.7384,8.777,1.81891991163538e-05,1.2463145624577203e-05,1.3931848747362774,0.1500507688439538,1.5432356435802312,0.4531007786196728,0.0517437202743491,0.5048444988940219,2.0480801424742534,spark,30,False,False,False,False
43,8,64,4.7584,127.5771,82.1457,298.04,42.5257,41.07285,49.673333333333325,3,1730019721.8958402,1730020080.5364351,507.7628,163770.82083181007,17900.43998144134,163770.82083181007,17900.43998144134,163770.82083181007,17900.43998144134,322.53410614525137,35.25354748603352,32496.8192,4062.1024,9.018,1.81891991163538e-05,1.2463145624577203e-05,1.364756840265084,0.1491703331786778,1.5139271734437618,0.5910911150769492,0.0506265737531445,0.6417176888300938,2.1556448622738555,spark,30,False,False,False,False
44,8,80,4.7698,127.8345,83.391,299.7761,42.6115,41.6955,49.96268333333333,3,1730008967.768907,1730009327.1061249,511.0016,164057.80384944845,18054.127782863507,164057.80384944845,18054.127782863507,164057.80384944845,18054.127782863507,321.05144846796657,35.3308635097493,40880.128,4088.0128,9.3,1.81891991163538e-05,1.2463145624577203e-05,1.3671483654120704,0.1504510648571959,1.5175994302692664,0.74357678809403,0.0509494988415356,0.7945262869355656,2.312125717204832,spark,30,False,False,False,False
45,8,92,4.4582,130.8117,82.5917,302.9383,43.6039,41.29585,50.48971666666667,3,1729997964.9359276,1729998329.5896802,516.3417000000001,164814.92304490384,18327.09471473077,164814.92304490384,18327.09471473077,164814.92304490384,18327.09471473077,319.1973901098901,35.49412087912088,47503.436400000006,4130.7336000000005,9.231,1.81891991163538e-05,1.2463145624577203e-05,1.3734576920408654,0.1527257892894231,1.5261834813302886,0.8640494633906489,0.051481934393134,0.915531397783783,2.4417148791140715,spark,30,False,False,False,False
46,12,8,4.4187,467.2431,307.8217,1079.0096,155.7477,153.91084999999998,179.83493333333334,3,1730104663.6929789,1730105972.639321,1854.0744,355371.26176301297,43246.05167314286,355371.26176301297,43246.05167314286,355371.26176301297,43246.05167314286,191.67044308632543,23.324873949579832,14832.5952,22248.8928,7.174,1.81891991163538e-05,1.2463145624577203e-05,2.9614271813584416,0.3603837639428571,3.3218109453012987,0.2697930275050735,0.2772911909520072,0.5470842184570808,3.86889516375838,spark,30,False,False,False,False
47,12,16,4.4548,240.9112,158.4026,574.4277999999999,80.30373333333334,79.2013,95.73796666666664,3,1730075633.3934717,1730076325.2748594,973.7416,259926.25652930827,26569.56120963241,259926.25652930827,26569.56120963241,259926.25652930827,26569.56120963241,266.93555716353114,27.28604920405209,15579.8656,11684.8992,9.221,1.81891991163538e-05,1.2463145624577203e-05,2.166052137744236,0.2214130100802701,2.3874651478245057,0.2833852776044309,0.1456306003381056,0.4290158779425366,2.8164810257670423,spark,30,False,False,False,False
48,12,24,4.7343,190.9857,123.4648,440.0149,63.6619,61.7324,73.33581666666667,3,1730057788.0928493,1730058321.09963,754.4654,243203.1390262927,22762.26358321952,243203.1390262927,22762.26358321952,243203.1390262927,22762.26358321952,322.3516135084428,30.17005628517824,18107.1696,9053.5848,10.91,1.81891991163538e-05,1.2463145624577203e-05,2.0266928252191057,0.1896855298601626,2.2163783550792684,0.3293549132879884,0.1128361457868586,0.442191059074847,2.6585694141541154,spark,30,False,False,False,False
49,12,32,4.7125,162.6677,104.7963,375.7166,54.222566666666665,52.39815,62.619433333333326,3,1730043455.4740517,1730043907.8412356,643.1805999999999,207776.4544050905,20680.556406052976,207776.4544050905,20680.556406052976,207776.4544050905,20680.556406052976,323.0452759381899,32.1535761589404,20581.7792,7718.167199999999,10.89,1.81891991163538e-05,1.2463145624577203e-05,1.7314704533757543,0.1723379700504414,1.903808423426196,0.374366080037629,0.0961926417684352,0.4705587218060643,2.3743671452322603,spark,30,False,False,False,False
50,12,48,4.7946,129.3924,83.8116,299.76460000000003,43.1308,41.9058,49.96076666666667,3,1730030782.8385744,1730031144.852699,512.9686,165519.88991087294,18069.77238790608,165519.88991087294,18069.77238790608,165519.88991087294,18069.77238790608,322.67060773480665,35.22588397790055,24622.4928,6155.6232,10.7,1.81891991163538e-05,1.2463145624577203e-05,1.3793324159239413,0.150581436565884,1.5299138524898253,0.4478634242801877,0.0767184283516259,0.5245818526318137,2.054495705121639,spark,30,False,False,False,False
51,12,64,4.8423,123.1104,79.5315,289.132,41.0368,39.76575,48.18866666666667,3,1730019005.0230489,1730019350.1401489,491.7739,158922.65132611594,17743.330600843477,158922.65132611594,17743.330600843477,158922.65132611594,17743.330600843477,323.1620289855072,36.080260869565215,31473.5296,5901.2868,10.72,1.81891991163538e-05,1.2463145624577203e-05,1.3243554277176328,0.1478610883403623,1.4722165160579952,0.5724782967888551,0.0735485967607952,0.6460268935496503,2.118243409607645,spark,30,False,False,False,False
52,12,80,4.7498,124.5446,80.7152,288.6843,41.51486666666666,40.3576,48.11405,3,1730008243.6382473,1730008592.118338,493.9441,159442.38768978446,17734.46677106897,159442.38768978446,17734.46677106897,159442.38768978446,17734.46677106897,322.7943965517241,35.90379310344828,39515.528,5927.3292,11.52,1.81891991163538e-05,1.2463145624577203e-05,1.3286865640815373,0.1477872230922414,1.4764737871737788,0.7187558069798538,0.0738731669844087,0.7926289739642625,2.269102761138041,spark,30,False,False,False,False
