,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,quickHull,convexHull,3,48,96,"[54.088, 54.301]",54.19439535597756,2024-11-14 00:06:01.945300,2024-11-14 00:07:50.334300,0.6122,109.0012,108.389
1,parallelFilterKruskal,minSpanningForest,14,48,96,"[10.568, 9.59, 9.662, 9.609, 9.599, 10.479, 9.807, 9.643]",9.862371360527629,2024-11-14 00:06:01.333100,2024-11-14 00:07:20.290100,0.0,78.957,78.957
