,Unnamed: 0,workload,cpu,memory,start,end
0,0,faiss,48,96,2025-02-17 09:38:32.000150,2025-02-17 09:43:45.276923
1,1,suffixArray,48,96,2025-02-17 09:38:33.164700,2025-02-17 09:43:49.673700
