mode,batch_size,query_start,query_end,query_time
IVF,64,2025-02-17 09:38:32.000150,2025-02-17 09:38:32.849388,0 days 00:00:00.849238
IVF,64,2025-02-17 09:38:32.849497,2025-02-17 09:38:34.028733,0 days 00:00:01.179236
IVF,64,2025-02-17 09:38:34.028942,2025-02-17 09:38:34.968590,0 days 00:00:00.939648
IVF,64,2025-02-17 09:38:34.968678,2025-02-17 09:38:35.966800,0 days 00:00:00.998122
IVF,64,2025-02-17 09:38:35.966902,2025-02-17 09:38:36.818242,0 days 00:00:00.851340
IVF,64,2025-02-17 09:38:36.818382,2025-02-17 09:38:37.728426,0 days 00:00:00.910044
IVF,64,2025-02-17 09:38:37.728506,2025-02-17 09:38:38.996951,0 days 00:00:01.268445
IVF,64,2025-02-17 09:38:38.997096,2025-02-17 09:38:40.114783,0 days 00:00:01.117687
IVF,64,2025-02-17 09:38:40.114850,2025-02-17 09:38:41.258614,0 days 00:00:01.143764
IVF,64,2025-02-17 09:38:41.258717,2025-02-17 09:38:42.224209,0 days 00:00:00.965492
IVF,64,2025-02-17 09:38:42.224276,2025-02-17 09:38:43.336988,0 days 00:00:01.112712
IVF,64,2025-02-17 09:38:43.337454,2025-02-17 09:38:44.901837,0 days 00:00:01.564383
IVF,64,2025-02-17 09:38:44.901957,2025-02-17 09:38:46.120447,0 days 00:00:01.218490
IVF,64,2025-02-17 09:38:46.120519,2025-02-17 09:38:47.157337,0 days 00:00:01.036818
IVF,64,2025-02-17 09:38:47.157427,2025-02-17 09:38:48.083298,0 days 00:00:00.925871
IVF,64,2025-02-17 09:38:48.083496,2025-02-17 09:38:49.000756,0 days 00:00:00.917260
IVF,64,2025-02-17 09:38:49.001033,2025-02-17 09:38:49.878733,0 days 00:00:00.877700
IVF,64,2025-02-17 09:38:49.878952,2025-02-17 09:38:50.802562,0 days 00:00:00.923610
IVF,64,2025-02-17 09:38:50.802666,2025-02-17 09:38:51.808206,0 days 00:00:01.005540
IVF,64,2025-02-17 09:38:51.808330,2025-02-17 09:38:52.850813,0 days 00:00:01.042483
IVF,64,2025-02-17 09:38:52.850904,2025-02-17 09:38:53.730369,0 days 00:00:00.879465
IVF,64,2025-02-17 09:38:53.730900,2025-02-17 09:38:54.664074,0 days 00:00:00.933174
IVF,64,2025-02-17 09:38:54.664139,2025-02-17 09:38:55.897117,0 days 00:00:01.232978
IVF,64,2025-02-17 09:38:55.897182,2025-02-17 09:38:57.080341,0 days 00:00:01.183159
IVF,64,2025-02-17 09:38:57.080537,2025-02-17 09:38:58.628289,0 days 00:00:01.547752
IVF,64,2025-02-17 09:38:58.628406,2025-02-17 09:38:59.830976,0 days 00:00:01.202570
IVF,64,2025-02-17 09:38:59.831043,2025-02-17 09:39:00.788752,0 days 00:00:00.957709
IVF,64,2025-02-17 09:39:00.788820,2025-02-17 09:39:01.988761,0 days 00:00:01.199941
IVF,64,2025-02-17 09:39:01.988811,2025-02-17 09:39:02.869071,0 days 00:00:00.880260
IVF,64,2025-02-17 09:39:02.869498,2025-02-17 09:39:03.837066,0 days 00:00:00.967568
