,Unnamed: 0,workload,cpu,memory,start,end
0,0,faiss,48,96,2025-02-17 09:27:48.000158,2025-02-17 09:33:09.165815
1,1,wordCounts,48,96,2025-02-17 09:27:48.622800,2025-02-17 09:30:08.557800
