,workload,label,rounds,cpus,memory,times,geomean,start,end,start_seconds,end_seconds,duration
0,quickHull,convexHull,3,48,96,"[56.126, 56.477]",56.301226469767045,2024-11-15 00:28:45.016400,2024-11-15 00:30:37.619400,0.4173,113.0203,112.603
1,quickHull,convexHull,3,48,96,"[56.244, 56.291]",56.26749509263762,2024-11-15 00:28:44.599100,2024-11-15 00:30:37.134100,0.0,112.535,112.535
