,Unnamed: 0,workload,cpu,memory,start,end
0,0,spark,48,96,2025-02-17 10:37:15.000189,2025-02-17 10:42:10.226980
1,1,breadthFirstSearch,48,96,2025-02-17 10:37:15.946800,2025-02-17 10:39:19.056800
