,workload,cpu,memory,start,end,cpu_util_avg,runtime,total CPU power (W),total DRAM power (W),total power (W),total CPU dynamic power (W),total DRAM dynamic power (W),total dynamic power (W),proportional CPU dynamic power (W),proportional DRAM dynamic power (W),proportional dynamic power (W),proportional CPU static power (W),proportional DRAM static power (W),proportional static power (W),proportional CPU static energy (J),proportional DRAM static energy (J),proportional static energy (J),proportional CPU dynamic energy (J),proportional DRAM dynamic energy (J),proportional dynamic energy (J),proportional total energy (J),CPU Embodied Carbon (gCO2e),Memory Embodied Carbon (gCO2e),Total Embodied Carbon (gCO2e)
0,spark,48,96,2025-02-17 10:37:15.000189,2025-02-17 10:42:10.226980,8.179532786885247,75.1899984758484,294.66689423678673,34.36195027592878,329.0288445127155,259.16711090345336,31.55113360926211,290.7182445127155,37.78701442892074,4.600210021965822,42.38722445088657,17.74989166666667,1.4054083333333331,19.155300000000004,1334.614327363141,105.67265044127797,1440.286977804419,2841.205557317412,345.88978454019264,3187.0953418576046,4627.382319662023,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
1,breadthFirstSearch,48,96,2025-02-17 10:37:15.946800,2025-02-17 10:39:19.056800,47.9208475409836,7.693836958314776,294.66689423678673,34.36195027592878,329.0288445127155,259.16711090345336,31.55113360926211,290.7182445127155,221.3800964745326,26.950923587296288,248.33102006182887,17.74989166666667,1.4054083333333331,19.155300000000004,136.56477251108348,10.81298257652357,147.37775508760706,1703.2623680910494,207.3560119566576,1910.618380047707,2057.996135135314,0.0008730815575849823,0.0011964619799594116,0.0020695435375443936
